PlayerKey,PlayerName,PrimaryPosition,PrimaryPositionGroup,Awards,EverAllStarInDataset
P00719,Naji Marshall,F,Unknown,,False
P00720,Nassir Little,SF,Wing,,False
P00721,Nate Hinton,G,Unknown,,False
P00722,Nate Mensah,C,Center,,False
P00723,Nate Williams,G,Unknown,,False
P00724,Nathan Knight,F,Unknown,,False
P00725,Naz Reid,C,Center,,False
P00726,Neemias Queta,C,Center,,False
P00727,Nemanja Bjelica,PF,Forward,,False
P00728,Nerlens Noel,C,Center,,False
P00729,Nic Claxton,C,Center,,False
P00730,Nick Richards,C,Center,,False
P00731,Nick Smith Jr.,G,Unknown,,False
P00732,Nickeil Alexander-Walker,G,Unknown,,False
P00733,Nicolas Batum,F,Unknown,,False
P00734,Nigel Hayes-Davis,F,Unknown,,False
P00735,Nik Stauskas,G,Unknown,,False
P00736,Nikola Jokic,C,Center,,False
P00737,Nikola Jovic,F,Unknown,,False
P00738,Nikola Topic,G,Unknown,,False
P00739,Nikola Vucevic,C,Center,,False
P00740,Nique Clifford,G,Unknown,,False
P00741,Noah Clowney,F,Unknown,,False
P00742,Noah Penda,F,Unknown,,False
P00743,Noah Vonleh,PF,Forward,,False
P00744,Nolan Traore,G,Unknown,,False
P00745,Norchad Omier,F,Unknown,,False
P00746,Norman Powell,G,Unknown,,False
P00747,Norvel Pelle,PF,Forward,,False
P00748,OG Anunoby,F,Unknown,,False
P00749,Obi Toppin,F,Unknown,,False
P00750,Ochai Agbaji,G,Unknown,,False
P00751,Olivier Sarr,F,Unknown,,False
P00752,Olivier-Maxence Prosper,F,Unknown,,False
P00753,Omer Yurtseven,C,Center,,False
P00754,Onuralp Bitim,SF,Wing,,False
P00755,Onyeka Okongwu,F,Unknown,,False
P00756,Orlando Robinson,C,Center,,False
P00757,Oscar Tshiebwe,C,Center,,False
P00758,Oshae Brissett,SF,Wing,,False
P00759,Oso Ighodaro,F,Unknown,,False
P00760,Otto Porter Jr.,SF,Wing,,False
P00761,Ousmane Dieng,F,Unknown,,False
P00762,P.J. Tucker,PF,Forward,,False
P00763,P.J. Washington,F,Unknown,,False
P00764,PJ Dozier,G,Unknown,,False
P00765,PJ Hall,C,Center,,False
P00766,Pacome Dadiet,F,Unknown,,False
P00767,Paolo Banchero,F,Unknown,,False
P00768,Paris Bass,F,Unknown,,False
P00769,Pascal Siakam,F,Unknown,,False
P00770,Pat Connaughton,G,Unknown,,False
P00771,Pat Spencer,G,Unknown,,False
P00772,Patrick Baldwin Jr.,G,Unknown,,False
P00773,Patrick Beverley,PG,Guard,,False
P00774,Patrick Williams,F,Unknown,,False
P00775,Patty Mills,PG,Guard,,False
P00776,Paul George,F,Unknown,,False
P00777,Paul Millsap,PF,Forward,,False
P00778,Paul Reed,F,Unknown,,False
P00779,Paul Watson,SG,Guard,,False
P00780,Payton Pritchard,G,Unknown,,False
P00781,Payton Sandfort,F,Unknown,,False
P00782,Pelle Larsson,G,Unknown,,False
P00783,Pete Nance,F,Unknown,,False
P00784,Petr Cornelie,F,Unknown,,False
P00785,Peyton Watson,G,Unknown,,False
P00786,Phillip Wheeler,F,Unknown,,False
P00787,Precious Achiuwa,PF,Forward,,False
P00788,Quentin Grimes,G,Unknown,,False
P00789,Quenton Jackson,G,Unknown,,False
P00790,Quincy Olivari,G,Unknown,,False
P00791,Quinndary Weatherspoon,G,Unknown,,False
P00792,Quinten Post,C,Center,,False
P00793,R.J. Hampton,G,Unknown,,False
P00794,RJ Barrett,F,Unknown,,False
P00795,RJ Nembhard Jr.,SG,Guard,,False
P00796,RaiQuan Gray,F,Unknown,,False
P00797,Rajon Rondo,PG,Guard,,False
P00798,Rasheer Fleming,F,Unknown,,False
P00799,Raul Neto,PG,Guard,,False
P00800,RayJ Dennis,G,Unknown,,False
P00801,Rayan Rupert,G,Unknown,,False
P00802,Rayjon Tucker,G,Unknown,,False
P00803,Reece Beekman,G,Unknown,,False
P00804,Reed Sheppard,G,Unknown,,False
P00805,Reggie Bullock Jr.,SF,Wing,,False
P00806,Reggie Jackson,PG,Guard,,False
P00807,Reggie Perry,F,Unknown,,False
P00808,Richaun Holmes,F,Unknown,,False
P00809,Ricky Council IV,G,Unknown,,False
P00810,Ricky Rubio,PG,Guard,,False
P00811,Riley Minix,F,Unknown,,False
P00812,Rob Dillingham,G,Unknown,,False
P00813,Rob Edwards,G,Unknown,,False
P00814,Robert Covington,PF,Forward,,False
P00815,Robert Williams III,C,Center,,False
P00816,Robert Woodard II,F,Unknown,,False
P00817,Robin Lopez,C,Center,,False
P00818,Rocco Zikarsky,C,Center,,False
P00819,Rodney Hood,SG,Guard,,False
P00820,Rodney McGruder,G,Unknown,,False
P00821,Romeo Langford,SG,Guard,,False
P00822,Ron Harper Jr.,G,Unknown,,False
P00823,Ronald Holland II,F,Unknown,,False
P00824,Royce O'Neale,F,Unknown,,False
P00825,Rudy Gay,SF,Wing,,False
P00826,Rudy Gobert,C,Center,,False
P00827,Rui Hachimura,F,Unknown,,False
P00828,Russell Westbrook,G,Unknown,,False
P00829,Ryan Arcidiacono,G,Unknown,,False
P00830,Ryan Dunn,F,Unknown,,False
P00831,Ryan Kalkbrenner,C,Center,,False
P00832,Ryan Nembhard,G,Unknown,,False
P00833,Ryan Rollins,G,Unknown,,False
P00834,Saben Lee,G,Unknown,,False
P00835,Saddiq Bey,G,Unknown,,False
P00836,Sam Hauser,F,Unknown,,False
P00837,Sam Merrill,G,Unknown,,False
P00838,Sandro Mamukelashvili,F,Unknown,,False
P00839,Santi Aldama,F,Unknown,,False
P00840,Sasha Vezenkov,F,Unknown,,False
P00841,Scoot Henderson,G,Unknown,,False
P00842,Scottie Barnes,F,Unknown,,False
P00843,Scottie Lewis,SG,Guard,,False
P00844,Scotty Hopson,G,Unknown,,False
P00845,Scotty Pippen Jr.,G,Unknown,,False
P00846,Sean Pedulla,G,Unknown,,False
P00847,Sekou Doumbouya,SF,Wing,,False
P00848,Semi Ojeleye,PF,Forward,,False
P00849,Serge Ibaka,F,Unknown,,False
P00850,Seth Curry,G,Unknown,,False
P00851,Seth Lundy,G,Unknown,,False
P00852,Shaedon Sharpe,G,Unknown,,False
P00853,Shai Gilgeous-Alexander,G,Unknown,,False
P00854,Shake Milton,SG,Guard,,False
P00855,Shaq Buchanan,F,Unknown,,False
P00856,Shaquille Harrison,G,Unknown,,False
P00857,Sharife Cooper,G,Unknown,,False
P00858,Sidy Cissoko,G,Unknown,,False
P00859,Simone Fontecchio,F,Unknown,,False
P00860,Sion James,G,Unknown,,False
P00861,Skal Labissiere,C,Center,,False
P00862,Skylar Mays,PG,Guard,,False
P00863,Solomon Hill,SF,Wing,,False
P00864,Spencer Dinwiddie,PG,Guard,,False
P00865,Spencer Jones,F,Unknown,,False
P00866,Stanley Johnson,SF,Wing,,False
P00867,Stanley Umude,G,Unknown,,False
P00868,Stephen Curry,G,Unknown,,False
P00869,Stephon Castle,G,Unknown,,False
P00870,Sterling Brown,SF,Wing,,False
P00871,Steven Adams,C,Center,,False
P00872,Svi Mykhailiuk,G,Unknown,,False
P00873,T.J. McConnell,G,Unknown,,False
P00874,T.J. Warren,SF,Wing,,False
P00875,Tacko Fall,C,Center,,False
P00876,Taelon Peter,G,Unknown,,False
P00877,Taj Gibson,F,Unknown,,False
P00878,Talen Horton-Tucker,SF,Wing,,False
P00879,Tari Eason,F,Unknown,,False
P00880,Taurean Prince,F,Unknown,,False
P00881,Taylor Hendricks,F,Unknown,,False
P00882,Taze Moore,G,Unknown,,False
P00883,Terance Mann,G,Unknown,,False
P00884,Terence Davis,G,Unknown,,False
P00885,Terquavion Smith,G,Unknown,,False
P00886,Terrence Ross,G,Unknown,,False
P00887,Terrence Shannon Jr.,G,Unknown,,False
P00888,Terry Rozier,G,Unknown,,False
P00889,Terry Taylor,F,Unknown,,False
P00890,Thaddeus Young,F,Unknown,,False
P00891,Thanasis Antetokounmpo,F,Unknown,,False
P00892,Theo Maledon,PG,Guard,,False
P00893,Theo Pinson,G,Unknown,,False
P00894,Thomas Bryant,C,Center,,False
P00895,Tidjane Salaun,F,Unknown,,False
P00896,Tim Frazier,PG,Guard,,False
P00897,Tim Hardaway Jr.,G,Unknown,,False
P00898,Timmy Allen,F,Unknown,,False
P00899,Timothe Luwawu-Cabarrot,SG,Guard,,False
P00900,Tobias Harris,F,Unknown,,False
P00901,Toby Okani,F,Unknown,,False
P00902,Tolu Smith,F,Unknown,,False
P00903,Tomas Satoransky,SG,Guard,,False
P00904,Tony Bradley,C,Center,,False
P00905,Tony Snell,SF,Wing,,False
P00906,Torrey Craig,SF,Wing,,False
P00907,Tosan Evbuomwan,F,Unknown,,False
P00908,Toumani Camara,F,Unknown,,False
P00909,Trae Young,G,Unknown,,False
P00910,Trayce Jackson-Davis,F,Unknown,,False
P00911,Tre Johnson,G,Unknown,,False
P00912,Tre Jones,G,Unknown,,False
P00913,Tre Mann,G,Unknown,,False
P00914,Tremont Waters,G,Unknown,,False
P00915,Trendon Watford,F,Unknown,,False
P00916,Trent Forrest,G,Unknown,,False
P00917,Trentyn Flowers,F,Unknown,,False
P00918,Trevelin Queen,SG,Guard,,False
P00919,Trevon Scott,F,Unknown,,False
P00920,Trevor Ariza,SF,Wing,,False
P00921,Trevor Hudgins,G,Unknown,,False
P00922,Trevor Keels,G,Unknown,,False
P00923,Trey Alexander,G,Unknown,,False
P00924,Trey Burke,PG,Guard,,False
P00925,Trey Jemison III,F,Unknown,,False
P00926,Trey Lyles,PF,Forward,,False
P00927,Trey Murphy III,F,Unknown,,False
P00928,Tristan Enaruna,F,Unknown,,False
P00929,Tristan Thompson,C,Center,,False
P00930,Tristan Vukcevic,F,Unknown,,False
P00931,Tristan da Silva,F,Unknown,,False
P00932,Tristen Newton,G,Unknown,,False
P00933,Troy Brown Jr.,F,Unknown,,False
P00934,Ty Jerome,G,Unknown,,False
P00935,TyTy Washington Jr.,G,Unknown,,False
P00936,Tyler Burton,F,Unknown,,False
P00937,Tyler Cook,F,Unknown,,False
P00938,Tyler Dorsey,G,Unknown,,False
P00939,Tyler Herro,G,Unknown,,False
P00940,Tyler Johnson,G,Unknown,,False
P00941,Tyler Kolek,G,Unknown,,False
P00942,Tyler Smith,F,Unknown,,False
P00943,Tyrell Terry,PG,Guard,,False
P00944,Tyrese Haliburton,G,Unknown,,False
P00945,Tyrese Martin,G,Unknown,,False
P00946,Tyrese Maxey,G,Unknown,,False
P00947,Tyrese Proctor,G,Unknown,,False
P00948,Tyrone Wallace,G,Unknown,,False
P00949,Tyson Etienne,G,Unknown,,False
P00950,Tyus Jones,G,Unknown,,False
P00951,Udoka Azubuike,C,Center,,False
P00952,Udonis Haslem,PF,Forward,,False
P00953,Ulrich Chomche,C,Center,,False
P00954,Usman Garuba,PF,Forward,,False
P00955,VJ Edgecombe,G,Unknown,,False
P00956,Vasilije Micic,G,Unknown,,False
P00957,Vernon Carey Jr.,C,Center,,False
P00958,Victor Oladipo,SG,Guard,,False
P00959,Victor Wembanyama,F,Unknown,,False
P00960,Vince Williams Jr.,G,Unknown,,False
P00961,Vit Krejci,G,Unknown,,False
P00962,Vladislav Goldin,C,Center,,False
P00963,Vlatko Cancar,SF,Wing,,False
P00964,Walker Kessler,C,Center,,False
P00965,Walter Clayton Jr.,G,Unknown,,False
P00966,Wayne Ellington,SG,Guard,,False
P00967,Wayne Selden,G,Unknown,,False
P00968,Wendell Carter Jr.,C,Center,,False
P00969,Wendell Moore Jr.,F,Unknown,,False
P00970,Wenyen Gabriel,F,Unknown,,False
P00971,Wes Iwundu,F,Unknown,,False
P00972,Wesley Matthews,SG,Guard,,False
P00973,Will Barton,G,Unknown,,False
P00974,Will Richard,G,Unknown,,False
P00975,Will Riley,G,Unknown,,False
P00976,Willie Cauley-Stein,C,Center,,False
P00977,Willy Hernangomez,C,Center,,False
P00978,Xavier Cooks,G,Unknown,,False
P00979,Xavier Moon,G,Unknown,,False
P00980,Xavier Sneed,F,Unknown,,False
P00981,Xavier Tillman,F,Unknown,,False
P00982,Yang Hansen,C,Center,,False
P00983,Yanic Konan Niederhauser,C,Center,,False
P00984,Yongxi Cui,G,Unknown,,False
P00985,Yuki Kawamura,G,Unknown,,False
P00986,Yuri Collins,G,Unknown,,False
P00987,Yuta Watanabe,SF,Wing,,False
P00988,Yves Missi,C,Center,,False
P00989,Yves Pons,SG,Guard,,False
P00990,Zaccharie Risacher,F,Unknown,,False
P00991,Zach Collins,F,Unknown,,False
P00992,Zach Edey,C,Center,,False
P00993,Zach LaVine,G,Unknown,,False
P00994,Zavier Simpson,G,Unknown,,False
P00995,Zeke Nnaji,F,Unknown,,False
P00996,Ziaire Williams,F,Unknown,,False
P00997,Zion Williamson,F,Unknown,,False
P00998,Zyon Pullin,G,Unknown,,False
