PlayerKey,Season,PlayerName,SalaryTeam,StatsTeam,AvgShotDistance,FGA_2P_Frequency,FGA_0_3_Frequency,FGA_3_10_Frequency,FGA_10_16_Frequency,FGA_16_3P_Frequency,FGA_3P_Frequency,FG_2P_Pct,FG_0_3_Pct,FG_3_10_Pct,FG_10_16_Pct,FG_16_3P_Pct,FG_3P_Pct,Assisted2P_Pct,Assisted3P_Pct,Dunk_FGA_Pct,DunksMade,Corner3_Frequency,Corner3Pct,HalfCourtAttempts,HalfCourtMakes
P0344,2025-26,Luka Dončić,LAL,LAL,17.8,0.524,0.076,0.198,0.186,0.063,0.476,0.575,0.829,0.595,0.509,0.402,0.366,0.219,0.382,0.003,4.0,0.058,0.2,0.0,0.0
P0345,2025-26,Luka Garza,BOS,BOS,11.7,0.644,0.353,0.232,0.048,0.011,0.356,0.657,0.722,0.578,0.588,0.5,0.433,0.596,0.982,0.02,7.0,0.134,0.235,0.0,0.0
P0346,2025-26,Luke Kennard,LAL,2TM,17.8,0.447,0.113,0.117,0.149,0.068,0.553,0.601,0.64,0.558,0.621,0.567,0.478,0.739,0.966,0.0,0.0,0.302,0.5,0.0,0.0
P0347,2025-26,Luke Kornet,SAS,SAS,2.0,1.0,0.827,0.143,0.026,0.004,0.0,0.643,0.693,0.385,0.571,0.0,,0.771,,0.331,86.0,,,0.0,0.0
P0348,2025-26,Mac McClung,IND,2TM,16.0,0.492,0.288,0.153,0.034,0.017,0.508,0.552,0.765,0.222,0.5,0.0,0.233,0.563,0.857,0.0,0.0,0.1,0.0,0.0,0.0
P0349,2025-26,Malachi Smith,BRK,BRK,14.8,0.535,0.202,0.253,0.061,0.02,0.465,0.528,0.55,0.52,0.5,0.5,0.435,0.393,0.85,0.0,0.0,0.217,0.4,0.0,0.0
P0350,2025-26,Malachi Smith,BRK,BRK,14.8,0.535,0.202,0.253,0.061,0.02,0.465,0.528,0.55,0.52,0.5,0.5,0.435,0.393,0.85,0.0,0.0,0.217,0.4,0.0,0.0
P0351,2025-26,Malaki Branham,CHO,WAS,13.2,0.593,0.253,0.297,0.033,0.011,0.407,0.537,0.609,0.444,0.667,1.0,0.378,0.552,0.929,0.033,2.0,0.135,0.2,0.0,0.0
P0352,2025-26,Malik Monk,SAC,SAC,17.1,0.503,0.108,0.217,0.127,0.052,0.497,0.481,0.721,0.401,0.463,0.364,0.395,0.484,0.758,0.051,30.0,0.14,0.364,0.0,0.0
P0354,2025-26,Marcus Sasser,DET,DET,19.1,0.401,0.085,0.136,0.096,0.085,0.599,0.352,0.6,0.333,0.176,0.333,0.415,0.56,0.818,0.0,0.0,0.255,0.593,0.0,0.0
P0355,2025-26,Marcus Smart,LAL,LAL,18.4,0.384,0.109,0.162,0.084,0.029,0.616,0.497,0.654,0.39,0.5,0.5,0.331,0.505,0.918,0.002,0.0,0.294,0.407,0.0,0.0
P0356,2025-26,Marcus Smart,WAS,LAL,18.4,0.384,0.109,0.162,0.084,0.029,0.616,0.497,0.654,0.39,0.5,0.5,0.331,0.505,0.918,0.002,0.0,0.294,0.407,0.0,0.0
P0357,2025-26,Mark Williams,PHO,PHO,3.3,0.998,0.626,0.317,0.05,0.005,0.002,0.643,0.73,0.496,0.545,0.0,1.0,0.683,1.0,0.304,121.0,1.0,1.0,0.0,0.0
P0358,2025-26,Marvin Bagley III,DAL,2TM,6.2,0.873,0.528,0.326,0.017,0.002,0.127,0.641,0.733,0.485,0.714,1.0,0.462,0.617,1.0,0.224,87.0,0.192,0.5,0.0,0.0
P0359,2025-26,Mason Plumlee,OKC,2TM,1.2,1.0,0.857,0.143,0.0,0.0,0.0,0.786,0.917,0.0,,,,0.818,,0.357,5.0,,,0.0,0.0
P0360,2025-26,Mason Plumlee,SAS,2TM,1.2,1.0,0.857,0.143,0.0,0.0,0.0,0.786,0.917,0.0,,,,0.818,,0.357,5.0,,,0.0,0.0
P0361,2025-26,Mason Plumlee,SAS,2TM,1.2,1.0,0.857,0.143,0.0,0.0,0.0,0.786,0.917,0.0,,,,0.818,,0.357,5.0,,,0.0,0.0
P0362,2025-26,Matas Buzelis,CHI,CHI,14.5,0.486,0.319,0.145,0.013,0.008,0.514,0.583,0.661,0.45,0.231,0.5,0.349,0.553,0.925,0.092,79.0,0.253,0.368,0.0,0.0
P0363,2025-26,Matisse Thybulle,POR,POR,18.5,0.306,0.179,0.119,0.007,0.0,0.694,0.512,0.708,0.188,1.0,,0.398,0.524,0.973,0.022,3.0,0.366,0.324,0.0,0.0
P0364,2025-26,Max Christie,DAL,DAL,18.0,0.385,0.137,0.141,0.062,0.046,0.615,0.502,0.717,0.373,0.422,0.364,0.404,0.579,0.917,0.043,26.0,0.357,0.453,0.0,0.0
P0365,2025-26,Max Strus,CLE,CLE,20.6,0.226,0.151,0.057,0.019,0.0,0.774,0.583,0.625,0.5,0.5,,0.402,0.5,0.939,0.028,2.0,0.268,0.5,0.0,0.0
P0366,2025-26,Maxi Kleber,LAL,LAL,12.2,0.644,0.274,0.274,0.096,0.0,0.356,0.574,0.6,0.65,0.286,,0.231,1.0,1.0,0.164,12.0,0.154,0.0,0.0,0.0
P0367,2025-26,Maxime Raynaud,SAC,SAC,8.3,0.89,0.198,0.534,0.145,0.013,0.11,0.601,0.774,0.587,0.433,0.444,0.324,0.816,0.958,0.073,46.0,0.324,0.292,0.0,0.0
P0368,2025-26,Micah Peavy,NOP,NOP,12.6,0.607,0.313,0.2,0.073,0.022,0.393,0.467,0.64,0.291,0.25,0.333,0.259,0.59,1.0,0.087,21.0,0.444,0.229,0.0,0.0
P0369,2025-26,Micah Potter,IND,IND,16.1,0.427,0.249,0.143,0.003,0.031,0.573,0.64,0.753,0.5,1.0,0.333,0.423,0.738,1.0,0.106,27.0,0.452,0.434,0.0,0.0
P0370,2025-26,Michael Porter Jr.,BRK,BRK,16.9,0.494,0.185,0.13,0.075,0.103,0.506,0.567,0.819,0.464,0.389,0.374,0.363,0.653,0.858,0.053,47.0,0.13,0.317,0.0,0.0
P0371,2025-26,Mikal Bridges,NYK,NYK,15.0,0.564,0.202,0.144,0.168,0.049,0.436,0.582,0.779,0.511,0.463,0.383,0.371,0.684,0.987,0.039,36.0,0.455,0.403,0.0,0.0
P0372,2025-26,Mike Conley,CHO,MIN,21.1,0.228,0.056,0.107,0.037,0.028,0.772,0.327,0.5,0.261,0.375,0.167,0.337,0.75,0.929,0.0,0.0,0.277,0.413,0.0,0.0
P0373,2025-26,Mike Conley,MIN,MIN,21.1,0.228,0.056,0.107,0.037,0.028,0.772,0.327,0.5,0.261,0.375,0.167,0.337,0.75,0.929,0.0,0.0,0.277,0.413,0.0,0.0
P0374,2025-26,Miles Bridges,CHO,CHO,13.8,0.573,0.231,0.286,0.041,0.014,0.427,0.554,0.718,0.46,0.395,0.267,0.333,0.523,0.926,0.073,65.0,0.279,0.363,1.0,1.0
P0375,2025-26,Miles McBride,NYK,NYK,20.4,0.329,0.064,0.087,0.094,0.084,0.671,0.444,0.654,0.371,0.395,0.412,0.413,0.424,0.821,0.007,2.0,0.273,0.365,0.0,0.0
P0376,2025-26,Mitchell Robinson,NYK,NYK,1.0,1.0,0.922,0.073,0.005,0.0,0.0,0.723,0.732,0.6,1.0,,,0.577,,0.515,97.0,,,0.0,0.0
P0377,2025-26,Mo Bamba,TOR,2TM,2.8,1.0,0.727,0.091,0.182,0.0,0.0,0.455,0.5,0.0,0.5,,,0.8,,0.273,3.0,,,0.0,0.0
P0378,2025-26,Mo Bamba,UTA,2TM,2.8,1.0,0.727,0.091,0.182,0.0,0.0,0.455,0.5,0.0,0.5,,,0.8,,0.273,3.0,,,0.0,0.0
P0379,2025-26,Mo Bamba,UTA,2TM,2.8,1.0,0.727,0.091,0.182,0.0,0.0,0.455,0.5,0.0,0.5,,,0.8,,0.273,3.0,,,0.0,0.0
P0380,2025-26,Mohamed Diawara,NYK,NYK,17.9,0.39,0.197,0.103,0.042,0.047,0.61,0.506,0.548,0.273,0.667,0.7,0.369,0.619,0.979,0.014,2.0,0.254,0.576,0.0,0.0
P0381,2025-26,Monte Morris,IND,IND,13.8,0.6,0.25,0.2,0.1,0.05,0.4,0.417,0.6,0.25,0.5,0.0,0.25,0.6,1.0,0.0,0.0,0.375,0.0,0.0,0.0
P0382,2025-26,Moritz Wagner,ORL,ORL,11.5,0.641,0.251,0.369,0.021,0.0,0.359,0.488,0.653,0.375,0.5,,0.314,0.836,0.909,0.041,8.0,0.229,0.375,0.0,0.0
P0383,2025-26,Moses Moody,GSW,GSW,19.0,0.323,0.127,0.117,0.052,0.027,0.677,0.522,0.746,0.4,0.31,0.4,0.401,0.638,0.96,0.02,9.0,0.345,0.431,0.0,0.0
P0384,2025-26,Mouhamed Gueye,ATL,ATL,13.1,0.552,0.338,0.138,0.055,0.021,0.448,0.569,0.735,0.4,0.125,0.167,0.308,0.714,1.0,0.183,48.0,0.662,0.244,0.0,0.0
P0385,2025-26,Moussa Diabaté,CHO,CHO,3.1,0.994,0.636,0.314,0.036,0.008,0.006,0.632,0.749,0.465,0.077,0.333,0.5,0.627,1.0,0.306,98.0,0.5,1.0,0.0,0.0
P0386,2025-26,Myles Turner,MIL,MIL,18.2,0.406,0.152,0.135,0.073,0.046,0.594,0.523,0.673,0.448,0.383,0.467,0.383,0.737,1.0,0.045,26.0,0.188,0.431,0.0,0.0
P0387,2025-26,Myron Gardner,MIA,MIA,14.7,0.48,0.301,0.138,0.033,0.008,0.52,0.559,0.622,0.529,0.25,0.0,0.406,0.515,0.923,0.049,5.0,0.266,0.235,0.0,0.0
P0388,2025-26,N'Faly Dante,ATL,ATL,4.3,1.0,0.5,0.25,0.25,0.0,0.0,0.25,0.5,0.0,0.0,,,1.0,,0.25,1.0,,,0.0,0.0
P0389,2025-26,Nae'Qwan Tomlin,CLE,CLE,10.4,0.634,0.503,0.121,0.01,0.0,0.366,0.618,0.684,0.395,0.0,,0.235,0.659,0.963,0.207,53.0,0.609,0.229,0.0,0.0
P0390,2025-26,Naji Marshall,DAL,DAL,11.3,0.741,0.21,0.37,0.135,0.026,0.259,0.587,0.773,0.553,0.459,0.238,0.291,0.493,0.952,0.012,10.0,0.469,0.34,0.0,0.0
P0392,2025-26,Naz Reid,MIN,MIN,15.8,0.486,0.147,0.258,0.077,0.003,0.514,0.556,0.711,0.529,0.358,0.333,0.362,0.579,0.938,0.029,20.0,0.324,0.421,1.0,0.0
P0393,2025-26,Neemias Queta,BOS,BOS,3.9,0.984,0.545,0.389,0.044,0.006,0.016,0.662,0.768,0.567,0.273,0.0,0.125,0.735,1.0,0.259,119.0,0.125,0.0,0.0,0.0
P0394,2025-26,Nic Claxton,BRK,BRK,4.6,0.967,0.497,0.395,0.058,0.017,0.033,0.585,0.717,0.47,0.235,0.6,0.158,0.621,1.0,0.238,125.0,0.053,0.0,0.0,0.0
P0395,2025-26,Nick Richards,CHI,2TM,5.6,0.91,0.488,0.338,0.065,0.02,0.09,0.536,0.704,0.324,0.462,0.25,0.278,0.724,1.0,0.244,45.0,0.667,0.333,0.0,0.0
P0396,2025-26,Nick Smith Jr.,CHO,LAL,19.1,0.466,0.037,0.18,0.199,0.05,0.534,0.48,0.667,0.517,0.406,0.5,0.395,0.25,0.706,0.006,1.0,0.116,0.2,0.0,0.0
P0397,2025-26,Nickeil Alexander-Walker,ATL,ATL,16.3,0.474,0.216,0.128,0.078,0.052,0.526,0.525,0.643,0.412,0.452,0.419,0.399,0.519,0.92,0.01,11.0,0.262,0.479,0.0,0.0
P0398,2025-26,Nicolas Batum,LAC,LAC,24.2,0.042,0.008,0.004,0.008,0.021,0.958,0.4,0.5,0.0,0.5,0.4,0.404,0.75,1.0,0.0,0.0,0.434,0.475,0.0,0.0
P0399,2025-26,Nigel Hayes-Davis,MIL,PHO,14.9,0.652,0.087,0.283,0.239,0.043,0.348,0.433,0.5,0.538,0.364,0.0,0.125,0.385,1.0,0.0,0.0,0.188,0.0,0.0,0.0
P0401,2025-26,Nikola Jokić,DEN,DEN,11.5,0.739,0.216,0.374,0.11,0.04,0.261,0.636,0.755,0.589,0.597,0.533,0.38,0.564,0.804,0.019,19.0,0.061,0.556,0.0,0.0
P0402,2025-26,Nikola Jović,MIA,MIA,15.7,0.468,0.191,0.232,0.025,0.019,0.532,0.476,0.633,0.411,0.25,0.0,0.269,0.686,0.933,0.01,2.0,0.269,0.156,0.0,0.0
P0403,2025-26,Nikola Topić,OKC,OKC,10.9,0.706,0.235,0.392,0.078,0.0,0.294,0.444,0.667,0.35,0.25,,0.4,0.5,0.833,0.0,0.0,0.067,0.0,0.0,0.0
P0404,2025-26,Nikola Vučević,BOS,2TM,13.3,0.661,0.199,0.324,0.103,0.035,0.339,0.557,0.698,0.506,0.512,0.357,0.369,0.765,0.98,0.018,12.0,0.1,0.259,0.0,0.0
P0405,2025-26,Nique Clifford,SAC,SAC,14.9,0.612,0.141,0.262,0.133,0.077,0.388,0.471,0.679,0.442,0.354,0.391,0.333,0.564,0.909,0.037,17.0,0.281,0.338,0.0,0.0
P0406,2025-26,Noa Essengue,CHI,CHI,16.9,0.333,0.333,0.0,0.0,0.0,0.667,0.0,0.0,,,,0.0,,,0.0,0.0,0.5,0.0,0.0,0.0
P0407,2025-26,Noah Clowney,BRK,BRK,17.7,0.379,0.124,0.201,0.041,0.013,0.621,0.506,0.679,0.433,0.462,0.125,0.329,0.612,0.992,0.044,22.0,0.283,0.432,0.0,0.0
P0408,2025-26,Noah Penda,ORL,ORL,13.9,0.542,0.241,0.256,0.025,0.02,0.458,0.473,0.673,0.288,0.2,0.75,0.323,0.442,0.933,0.064,13.0,0.376,0.314,0.0,0.0
P0409,2025-26,Nolan Traoré,BRK,BRK,13.4,0.599,0.194,0.311,0.077,0.017,0.401,0.422,0.484,0.403,0.351,0.375,0.318,0.405,0.885,0.0,0.0,0.245,0.362,0.0,0.0
P0410,2025-26,Norman Powell,MIA,MIA,15.4,0.542,0.2,0.207,0.087,0.048,0.458,0.546,0.654,0.497,0.513,0.372,0.38,0.581,0.859,0.013,11.0,0.149,0.311,1.0,1.0
P0411,2025-26,OG Anunoby,NYK,NYK,14.5,0.494,0.31,0.106,0.055,0.024,0.506,0.584,0.719,0.365,0.318,0.421,0.386,0.668,0.968,0.173,126.0,0.459,0.439,0.0,0.0
P0412,2025-26,Obi Toppin,IND,IND,15.9,0.472,0.261,0.111,0.075,0.025,0.528,0.67,0.769,0.682,0.467,0.2,0.352,0.73,1.0,0.121,21.0,0.2,0.381,0.0,0.0
P0413,2025-26,Ochai Agbaji,BRK,2TM,13.7,0.543,0.346,0.161,0.025,0.011,0.457,0.579,0.711,0.311,0.571,0.333,0.266,0.83,0.941,0.111,26.0,0.43,0.236,0.0,0.0
P0414,2025-26,Olivier-Maxence Prosper,DAL,MEM,12.6,0.577,0.357,0.183,0.026,0.011,0.423,0.653,0.776,0.516,0.111,0.25,0.405,0.758,0.95,0.094,31.0,0.365,0.389,0.0,0.0
P0415,2025-26,Onyeka Okongwu,ATL,ATL,13.8,0.555,0.23,0.274,0.045,0.005,0.445,0.564,0.687,0.47,0.538,0.25,0.376,0.747,1.0,0.069,53.0,0.269,0.388,0.0,0.0
P0416,2025-26,Oso Ighodaro,PHO,PHO,4.1,0.997,0.522,0.38,0.096,0.0,0.003,0.655,0.796,0.504,0.486,,0.0,0.757,,0.339,113.0,0.0,,0.0,0.0
P0417,2025-26,Ousmane Dieng,MIL,2TM,17.2,0.535,0.133,0.153,0.153,0.095,0.465,0.493,0.717,0.344,0.508,0.395,0.341,0.39,0.73,0.043,17.0,0.168,0.452,0.0,0.0
P0418,2025-26,P.J. Washington,DAL,DAL,12.1,0.644,0.243,0.324,0.059,0.018,0.356,0.519,0.669,0.441,0.359,0.417,0.325,0.586,0.961,0.088,53.0,0.415,0.361,0.0,0.0
P0419,2025-26,Pacôme Dadiet,NYK,NYK,19.5,0.333,0.146,0.083,0.063,0.042,0.667,0.563,0.857,0.5,0.333,0.0,0.219,0.889,1.0,0.021,1.0,0.344,0.182,0.0,0.0
P0420,2025-26,Paolo Banchero,ORL,ORL,11.1,0.761,0.289,0.261,0.151,0.06,0.239,0.507,0.7,0.409,0.351,0.406,0.305,0.445,0.762,0.057,57.0,0.178,0.429,0.0,0.0
P0421,2025-26,Pascal Siakam,IND,IND,12.2,0.746,0.213,0.277,0.183,0.074,0.254,0.527,0.695,0.534,0.412,0.294,0.358,0.482,0.857,0.01,9.0,0.157,0.413,0.0,0.0
P0422,2025-26,Pat Connaughton,CHO,CHO,17.1,0.388,0.153,0.212,0.024,0.0,0.612,0.515,0.538,0.556,0.0,,0.404,0.765,1.0,0.024,2.0,0.346,0.444,0.0,0.0
P0423,2025-26,Pat Connaughton,CHO,CHO,17.1,0.388,0.153,0.212,0.024,0.0,0.612,0.515,0.538,0.556,0.0,,0.404,0.765,1.0,0.024,2.0,0.346,0.444,0.0,0.0
P0424,2025-26,Pat Spencer,GSW,GSW,14.7,0.615,0.135,0.266,0.177,0.037,0.385,0.47,0.644,0.422,0.468,0.188,0.357,0.302,0.7,0.009,3.0,0.19,0.406,0.0,0.0
P0425,2025-26,Patrick Baldwin Jr.,LAC,3TM,18.1,0.481,0.185,0.259,0.037,0.0,0.519,0.385,0.2,0.429,1.0,,0.429,0.4,1.0,0.037,1.0,0.286,0.25,0.0,0.0
P0426,2025-26,Patrick Baldwin Jr.,PHI,3TM,18.1,0.481,0.185,0.259,0.037,0.0,0.519,0.385,0.2,0.429,1.0,,0.429,0.4,1.0,0.037,1.0,0.286,0.25,0.0,0.0
P0427,2025-26,Patrick Williams,CHI,CHI,17.1,0.427,0.182,0.186,0.048,0.01,0.573,0.407,0.506,0.281,0.522,0.4,0.347,0.422,0.916,0.031,8.0,0.164,0.356,0.0,0.0
P0428,2025-26,Paul George,PHI,PHI,18.0,0.503,0.115,0.105,0.15,0.133,0.497,0.484,0.576,0.481,0.39,0.515,0.392,0.36,0.78,0.014,5.0,0.22,0.482,0.0,0.0
P0429,2025-26,Paul Reed,DET,DET,6.9,0.882,0.413,0.369,0.071,0.029,0.118,0.656,0.793,0.552,0.542,0.3,0.325,0.724,0.923,0.147,49.0,0.3,0.333,0.0,0.0
P0430,2025-26,Payton Pritchard,BOS,BOS,18.4,0.485,0.083,0.171,0.173,0.057,0.515,0.556,0.714,0.583,0.529,0.323,0.377,0.245,0.736,0.0,0.0,0.075,0.524,0.0,0.0
P0431,2025-26,Pelle Larsson,MIA,MIA,11.5,0.657,0.317,0.297,0.038,0.005,0.343,0.586,0.729,0.482,0.286,0.0,0.323,0.647,0.968,0.059,32.0,0.26,0.38,0.0,0.0
P0432,2025-26,Peyton Watson,DEN,DEN,12.7,0.661,0.244,0.258,0.102,0.057,0.339,0.531,0.704,0.44,0.373,0.485,0.411,0.652,0.975,0.105,51.0,0.401,0.506,0.0,0.0
P0433,2025-26,Precious Achiuwa,SAC,SAC,7.8,0.838,0.371,0.395,0.064,0.007,0.162,0.577,0.707,0.513,0.289,0.0,0.278,0.543,1.0,0.135,68.0,0.412,0.25,0.0,0.0
P0434,2025-26,Quentin Grimes,PHI,PHI,15.7,0.497,0.254,0.143,0.04,0.06,0.503,0.568,0.734,0.454,0.367,0.267,0.334,0.587,0.882,0.053,35.0,0.226,0.419,1.0,1.0
P0435,2025-26,Quinten Post,GSW,GSW,17.9,0.369,0.141,0.171,0.03,0.027,0.631,0.617,0.806,0.507,0.462,0.5,0.336,0.69,0.989,0.041,18.0,0.307,0.294,0.0,0.0
P0436,2025-26,RJ Barrett,TOR,TOR,11.8,0.653,0.304,0.272,0.071,0.006,0.347,0.572,0.726,0.45,0.397,0.4,0.339,0.6,0.948,0.043,34.0,0.251,0.324,0.0,0.0
P0437,2025-26,Rasheer Fleming,PHO,PHO,16.1,0.395,0.279,0.074,0.023,0.019,0.605,0.494,0.567,0.438,0.0,0.25,0.346,0.738,1.0,0.079,15.0,0.546,0.38,0.0,0.0
P0438,2025-26,Rayan Rupert,MEM,2TM,14.1,0.565,0.201,0.265,0.07,0.029,0.435,0.446,0.587,0.361,0.455,0.222,0.324,0.481,0.932,0.032,8.0,0.404,0.309,0.0,0.0
P0439,2025-26,Rayan Rupert,POR,2TM,14.1,0.565,0.201,0.265,0.07,0.029,0.435,0.446,0.587,0.361,0.455,0.222,0.324,0.481,0.932,0.032,8.0,0.404,0.309,0.0,0.0
P0440,2025-26,Reed Sheppard,HOU,HOU,19.9,0.391,0.074,0.124,0.126,0.068,0.609,0.486,0.643,0.47,0.412,0.484,0.394,0.356,0.749,0.018,16.0,0.144,0.494,0.0,0.0
P0442,2025-26,Rob Dillingham,CHI,2TM,12.9,0.677,0.245,0.248,0.097,0.087,0.323,0.434,0.564,0.324,0.45,0.361,0.316,0.339,0.786,0.012,4.0,0.195,0.423,0.0,0.0
P0443,2025-26,Robert Williams,POR,POR,4.5,0.908,0.644,0.224,0.032,0.008,0.092,0.74,0.807,0.589,0.375,1.0,0.391,0.696,1.0,0.508,110.0,0.826,0.421,0.0,0.0
P0444,2025-26,Ron Holland,DET,DET,11.6,0.636,0.294,0.292,0.035,0.015,0.364,0.535,0.663,0.472,0.158,0.125,0.253,0.616,0.98,0.101,50.0,0.571,0.248,0.0,0.0
P0445,2025-26,Royce O'Neale,PHO,PHO,23.0,0.168,0.061,0.083,0.021,0.003,0.832,0.486,0.684,0.346,0.462,0.5,0.408,0.588,0.934,0.006,4.0,0.171,0.528,1.0,1.0
P0446,2025-26,Rudy Gobert,MIN,MIN,2.3,0.99,0.78,0.193,0.012,0.004,0.01,0.689,0.773,0.379,0.5,0.0,0.0,0.657,,0.43,189.0,0.4,0.0,0.0,0.0
P0447,2025-26,Rui Hachimura,LAL,LAL,16.5,0.561,0.159,0.106,0.161,0.136,0.439,0.57,0.705,0.46,0.51,0.568,0.443,0.796,0.983,0.057,32.0,0.405,0.425,0.0,0.0
P0448,2025-26,Russell Westbrook,SAC,SAC,15.6,0.548,0.136,0.244,0.099,0.069,0.452,0.5,0.693,0.488,0.41,0.293,0.338,0.226,0.828,0.011,8.0,0.269,0.343,0.0,0.0
P0449,2025-26,Ryan Dunn,PHO,PHO,13.3,0.533,0.331,0.16,0.033,0.008,0.467,0.56,0.675,0.397,0.25,0.333,0.331,0.62,1.0,0.135,38.0,0.675,0.351,0.0,0.0
P0450,2025-26,Ryan Kalkbrenner,CHO,CHO,2.5,0.983,0.763,0.21,0.003,0.007,0.017,0.766,0.82,0.59,0.0,0.5,0.0,0.712,,0.46,126.0,0.2,0.0,0.0,0.0
P0451,2025-26,Ryan Rollins,MIL,MIL,15.6,0.56,0.204,0.152,0.13,0.074,0.44,0.523,0.7,0.369,0.507,0.382,0.406,0.248,0.636,0.015,15.0,0.214,0.433,0.0,0.0
P0452,2025-26,Saddiq Bey,NOP,NOP,13.6,0.574,0.27,0.209,0.071,0.024,0.426,0.514,0.625,0.455,0.319,0.348,0.367,0.442,0.927,0.047,45.0,0.308,0.394,1.0,0.0
P0453,2025-26,Sam Hauser,BOS,BOS,23.5,0.161,0.04,0.03,0.06,0.032,0.839,0.557,0.875,0.389,0.556,0.316,0.393,0.778,0.97,0.002,1.0,0.177,0.438,0.0,0.0
P0454,2025-26,Sam Merrill,CLE,CLE,21.4,0.225,0.089,0.056,0.05,0.031,0.775,0.596,0.86,0.481,0.458,0.267,0.421,0.815,0.937,0.0,0.0,0.163,0.541,0.0,0.0
P0455,2025-26,Sandro Mamukelashvili,TOR,TOR,13.7,0.531,0.339,0.162,0.029,0.002,0.469,0.642,0.748,0.471,0.333,1.0,0.389,0.758,1.0,0.079,47.0,0.216,0.375,0.0,0.0
P0456,2025-26,Santi Aldama,MEM,MEM,14.1,0.58,0.206,0.263,0.082,0.029,0.42,0.572,0.714,0.52,0.513,0.214,0.35,0.804,0.986,0.044,21.0,0.245,0.551,0.0,0.0
P0457,2025-26,Scoot Henderson,POR,POR,15.8,0.526,0.205,0.184,0.073,0.064,0.474,0.478,0.614,0.286,0.52,0.545,0.352,0.384,0.772,0.035,11.0,0.185,0.233,0.0,0.0
P0458,2025-26,Scottie Barnes,TOR,TOR,10.6,0.801,0.302,0.249,0.181,0.069,0.199,0.557,0.723,0.446,0.483,0.429,0.304,0.557,0.926,0.112,114.0,0.259,0.293,0.0,0.0
P0459,2025-26,Scotty Pippen Jr.,MEM,MEM,13.0,0.667,0.24,0.198,0.188,0.042,0.333,0.516,0.739,0.316,0.444,0.5,0.313,0.455,0.8,0.01,1.0,0.156,0.0,0.0,0.0
P0460,2025-26,Seth Curry,GSW,GSW,20.5,0.49,0.02,0.122,0.061,0.286,0.51,0.5,1.0,0.833,0.333,0.357,0.48,0.75,1.0,0.0,0.0,0.32,0.625,0.0,0.0
P0461,2025-26,Shaedon Sharpe,POR,POR,14.1,0.647,0.244,0.184,0.106,0.113,0.353,0.514,0.726,0.419,0.37,0.347,0.337,0.429,0.544,0.076,55.0,0.111,0.353,0.0,0.0
P0462,2025-26,Shai Gilgeous-Alexander,OKC,OKC,12.6,0.774,0.228,0.173,0.273,0.101,0.226,0.602,0.754,0.485,0.586,0.504,0.386,0.183,0.27,0.015,20.0,0.054,0.313,0.0,0.0
P0463,2025-26,Sidy Cissoko,POR,POR,16.3,0.407,0.216,0.159,0.015,0.018,0.593,0.544,0.736,0.377,0.0,0.167,0.298,0.662,0.949,0.12,30.0,0.444,0.352,0.0,0.0
P0464,2025-26,Simone Fontecchio,MIA,MIA,18.9,0.304,0.151,0.127,0.013,0.013,0.696,0.497,0.634,0.383,0.167,0.333,0.375,0.69,0.976,0.019,8.0,0.28,0.424,1.0,0.0
P0465,2025-26,Sion James,CHO,CHO,17.3,0.366,0.199,0.14,0.022,0.005,0.634,0.404,0.554,0.25,0.125,0.0,0.352,0.527,0.952,0.043,11.0,0.369,0.391,1.0,1.0
P0466,2025-26,Skal Labissière,WAS,WAS,16.5,0.5,0.2,0.1,0.1,0.1,0.5,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,0.1,1.0,0.2,0.0,0.0,0.0
P0467,2025-26,Spencer Jones,DEN,DEN,14.9,0.45,0.294,0.13,0.015,0.011,0.55,0.636,0.714,0.5,0.5,0.333,0.396,0.733,1.0,0.061,14.0,0.611,0.364,0.0,0.0
P0468,2025-26,Stephen Curry,GSW,GSW,19.6,0.394,0.108,0.158,0.063,0.066,0.606,0.584,0.698,0.587,0.46,0.509,0.393,0.511,0.716,0.001,0.0,0.066,0.531,0.0,0.0
P0469,2025-26,Stephon Castle,SAS,SAS,11.5,0.701,0.31,0.262,0.109,0.021,0.299,0.531,0.68,0.425,0.382,0.412,0.332,0.362,0.975,0.08,60.0,0.23,0.339,0.0,0.0
P0470,2025-26,Steven Adams,HOU,HOU,2.6,1.0,0.655,0.309,0.036,0.0,0.0,0.504,0.582,0.349,0.4,,,0.514,,0.129,13.0,,,0.0,0.0
P0471,2025-26,Svi Mykhailiuk,UTA,UTA,18.3,0.337,0.13,0.152,0.036,0.019,0.663,0.615,0.702,0.564,0.538,0.571,0.408,0.64,0.929,0.022,5.0,0.413,0.455,0.0,0.0
P0472,2025-26,T.J. McConnell,IND,IND,11.7,0.889,0.144,0.278,0.318,0.149,0.111,0.565,0.723,0.52,0.545,0.537,0.32,0.292,0.938,0.0,0.0,0.16,0.5,0.0,0.0
P0473,2025-26,Tari Eason,HOU,HOU,14.3,0.552,0.234,0.193,0.084,0.04,0.448,0.463,0.654,0.384,0.245,0.174,0.358,0.459,0.957,0.057,30.0,0.477,0.419,1.0,1.0
P0474,2025-26,Taurean Prince,MIL,MIL,20.3,0.267,0.063,0.089,0.089,0.026,0.733,0.49,0.833,0.294,0.412,0.6,0.436,0.64,0.885,0.01,2.0,0.486,0.485,0.0,0.0
