PlayerKey,Season,PlayerName,SalaryTeam,StatsTeam,AvgShotDistance,FGA_2P_Frequency,FGA_0_3_Frequency,FGA_3_10_Frequency,FGA_10_16_Frequency,FGA_16_3P_Frequency,FGA_3P_Frequency,FG_2P_Pct,FG_0_3_Pct,FG_3_10_Pct,FG_10_16_Pct,FG_16_3P_Pct,FG_3P_Pct,Assisted2P_Pct,Assisted3P_Pct,Dunk_FGA_Pct,DunksMade,Corner3_Frequency,Corner3Pct,HalfCourtAttempts,HalfCourtMakes
P0475,2025-26,Taylor Hendricks,MEM,2TM,14.7,0.482,0.234,0.214,0.028,0.006,0.518,0.585,0.687,0.474,0.6,0.5,0.342,0.71,0.984,0.082,25.0,0.44,0.37,0.0,0.0
P0476,2025-26,Terance Mann,BRK,BRK,13.9,0.582,0.234,0.196,0.111,0.041,0.418,0.523,0.686,0.389,0.439,0.467,0.364,0.455,0.839,0.046,13.0,0.416,0.375,0.0,0.0
P0477,2025-26,Terrence Shannon Jr.,MIN,MIN,13.7,0.556,0.345,0.14,0.035,0.035,0.444,0.484,0.593,0.292,0.333,0.333,0.408,0.457,0.677,0.058,9.0,0.382,0.31,0.0,0.0
P0479,2025-26,Thanasis Antetokounmpo,MIL,MIL,6.4,0.875,0.469,0.375,0.0,0.031,0.125,0.536,0.667,0.417,,0.0,0.0,0.667,,0.219,7.0,0.75,0.0,0.0,0.0
P0480,2025-26,Thomas Bryant,CLE,CLE,14.3,0.509,0.311,0.15,0.034,0.015,0.491,0.647,0.699,0.625,0.444,0.25,0.359,0.807,1.0,0.146,34.0,0.214,0.286,0.0,0.0
P0482,2025-26,Tidjane Salaün,CHO,CHO,15.1,0.478,0.27,0.208,0.0,0.0,0.522,0.579,0.744,0.364,,,0.434,0.75,0.972,0.069,9.0,0.337,0.5,0.0,0.0
P0483,2025-26,Tim Hardaway Jr.,DEN,DEN,20.8,0.294,0.074,0.089,0.067,0.064,0.706,0.541,0.672,0.435,0.538,0.54,0.407,0.782,0.893,0.024,16.0,0.193,0.453,0.0,0.0
P0484,2025-26,Tobias Harris,DET,DET,13.4,0.662,0.158,0.284,0.175,0.046,0.338,0.521,0.635,0.508,0.496,0.3,0.368,0.52,0.939,0.046,26.0,0.444,0.374,0.0,0.0
P0485,2025-26,Tony Bradley,IND,2TM,6.8,0.966,0.504,0.359,0.043,0.06,0.034,0.549,0.678,0.405,0.4,0.429,0.5,0.677,1.0,0.077,8.0,1.0,0.5,0.0,0.0
P0486,2025-26,Tony Bradley,IND,2TM,6.8,0.966,0.504,0.359,0.043,0.06,0.034,0.549,0.678,0.405,0.4,0.429,0.5,0.677,1.0,0.077,8.0,1.0,0.5,0.0,0.0
P0487,2025-26,Tony Bradley,IND,2TM,6.8,0.966,0.504,0.359,0.043,0.06,0.034,0.549,0.678,0.405,0.4,0.429,0.5,0.677,1.0,0.077,8.0,1.0,0.5,0.0,0.0
P0488,2025-26,Toumani Camara,POR,POR,18.1,0.336,0.175,0.135,0.02,0.006,0.664,0.579,0.724,0.433,0.278,0.6,0.37,0.659,0.886,0.051,39.0,0.296,0.331,0.0,0.0
P0489,2025-26,Trae Young,WAS,2TM,17.2,0.548,0.147,0.175,0.153,0.073,0.452,0.557,0.692,0.516,0.556,0.385,0.338,0.426,0.481,0.0,0.0,0.1,0.375,0.0,0.0
P0490,2025-26,Trayce Jackson-Davis,TOR,2TM,2.3,0.992,0.71,0.282,0.0,0.0,0.008,0.569,0.682,0.286,,,1.0,0.714,1.0,0.339,37.0,0.0,,1.0,1.0
P0491,2025-26,Tre Johnson,WAS,WAS,18.2,0.504,0.071,0.178,0.185,0.07,0.496,0.479,0.674,0.409,0.458,0.511,0.358,0.436,0.8,0.015,7.0,0.162,0.442,0.0,0.0
P0492,2025-26,Tre Jones,CHI,CHI,8.4,0.789,0.48,0.237,0.06,0.013,0.211,0.616,0.699,0.473,0.568,0.375,0.315,0.49,0.829,0.002,1.0,0.346,0.333,0.0,0.0
P0493,2025-26,Tre Mann,CHO,CHO,17.7,0.488,0.122,0.172,0.135,0.059,0.512,0.399,0.595,0.327,0.341,0.333,0.323,0.322,0.66,0.01,2.0,0.187,0.379,0.0,0.0
P0494,2025-26,Tre Scott,BRK,BRK,12.9,0.62,0.32,0.14,0.14,0.02,0.38,0.419,0.688,0.0,0.286,0.0,0.316,0.692,0.833,0.1,4.0,0.368,0.286,0.0,0.0
P0495,2025-26,Tre Scott,BRK,BRK,12.9,0.62,0.32,0.14,0.14,0.02,0.38,0.419,0.688,0.0,0.286,0.0,0.316,0.692,0.833,0.1,4.0,0.368,0.286,0.0,0.0
P0496,2025-26,Tre Scott,BRK,BRK,12.9,0.62,0.32,0.14,0.14,0.02,0.38,0.419,0.688,0.0,0.286,0.0,0.316,0.692,0.833,0.1,4.0,0.368,0.286,0.0,0.0
P0497,2025-26,Trendon Watford,PHI,PHI,8.6,0.813,0.317,0.425,0.06,0.011,0.187,0.587,0.694,0.544,0.375,0.333,0.2,0.523,1.0,0.015,3.0,0.2,0.1,0.0,0.0
P0498,2025-26,Trey Murphy III,NOP,NOP,17.0,0.462,0.21,0.154,0.071,0.026,0.538,0.577,0.783,0.401,0.44,0.333,0.379,0.721,0.832,0.107,103.0,0.096,0.481,0.0,0.0
P0499,2025-26,Tristan Da Silva,ORL,ORL,15.9,0.482,0.16,0.227,0.071,0.024,0.518,0.532,0.727,0.475,0.341,0.333,0.374,0.654,0.95,0.056,29.0,0.374,0.442,0.0,0.0
P0500,2025-26,Ty Jerome,MEM,MEM,16.9,0.535,0.098,0.242,0.172,0.023,0.465,0.522,0.667,0.442,0.622,0.0,0.42,0.3,0.238,0.0,0.0,0.05,0.8,0.0,0.0
P0501,2025-26,Tyler Herro,MIA,MIA,16.3,0.569,0.091,0.25,0.181,0.047,0.431,0.556,0.702,0.558,0.516,0.417,0.378,0.497,0.75,0.004,2.0,0.108,0.333,0.0,0.0
P0502,2025-26,Tyler Kolek,NYK,NYK,15.6,0.54,0.173,0.218,0.133,0.016,0.46,0.478,0.651,0.389,0.394,0.5,0.386,0.344,0.727,0.0,0.0,0.14,0.438,0.0,0.0
P0503,2025-26,Tyler Smith,MIL,DAL,18.1,0.3,0.22,0.06,0.0,0.02,0.7,0.733,0.818,0.667,,0.0,0.286,0.545,1.0,0.14,6.0,0.486,0.412,0.0,0.0
P0505,2025-26,Tyrese Martin,BRK,2TM,17.6,0.404,0.17,0.173,0.043,0.018,0.596,0.5,0.723,0.313,0.5,0.2,0.321,0.482,0.887,0.022,6.0,0.2,0.242,0.0,0.0
P0506,2025-26,Tyrese Maxey,PHI,PHI,14.9,0.601,0.232,0.203,0.094,0.073,0.399,0.525,0.675,0.431,0.418,0.45,0.367,0.378,0.595,0.021,29.0,0.077,0.37,0.0,0.0
P0507,2025-26,Tyrese Proctor,CLE,CLE,17.8,0.418,0.169,0.138,0.062,0.049,0.582,0.5,0.632,0.323,0.643,0.364,0.351,0.404,0.696,0.027,6.0,0.16,0.381,0.0,0.0
P0508,2025-26,Tyus Jones,DAL,3TM,19.1,0.372,0.05,0.193,0.092,0.037,0.628,0.444,0.455,0.429,0.5,0.375,0.292,0.583,0.8,0.0,0.0,0.219,0.4,0.0,0.0
P0509,2025-26,VJ Edgecombe,PHI,PHI,14.8,0.591,0.222,0.176,0.124,0.069,0.409,0.496,0.629,0.376,0.422,0.507,0.354,0.437,0.812,0.068,58.0,0.138,0.345,0.0,0.0
P0511,2025-26,Victor Wembanyama,SAS,SAS,12.8,0.676,0.328,0.148,0.119,0.081,0.324,0.59,0.78,0.425,0.391,0.42,0.349,0.647,0.893,0.181,178.0,0.077,0.444,0.0,0.0
P0512,2025-26,Vince Williams Jr.,UTA,2TM,18.4,0.394,0.11,0.164,0.099,0.021,0.606,0.417,0.469,0.375,0.483,0.167,0.311,0.375,0.873,0.014,3.0,0.186,0.364,0.0,0.0
P0513,2025-26,Vít Krejčí,POR,2TM,20.8,0.235,0.089,0.093,0.042,0.012,0.765,0.634,0.737,0.6,0.5,0.6,0.39,0.875,0.945,0.012,4.0,0.216,0.352,0.0,0.0
P0514,2025-26,Walker Kessler,UTA,UTA,7.5,0.784,0.459,0.324,0.0,0.0,0.216,0.69,0.647,0.75,,,0.75,0.6,1.0,0.27,9.0,0.25,1.0,0.0,0.0
P0515,2025-26,Walter Clayton,MEM,2TM,16.9,0.471,0.13,0.206,0.093,0.041,0.529,0.47,0.533,0.453,0.419,0.474,0.307,0.431,0.707,0.009,3.0,0.115,0.25,0.0,0.0
P0516,2025-26,Wendell Carter Jr.,ORL,ORL,12.5,0.645,0.333,0.163,0.1,0.049,0.355,0.618,0.783,0.413,0.484,0.452,0.319,0.736,1.0,0.16,93.0,0.332,0.307,0.0,0.0
P0517,2025-26,Will Richard,GSW,GSW,16.9,0.387,0.231,0.104,0.032,0.02,0.613,0.679,0.838,0.472,0.182,0.714,0.335,0.681,0.972,0.043,15.0,0.443,0.383,0.0,0.0
P0518,2025-26,Will Riley,WAS,WAS,14.5,0.6,0.199,0.249,0.099,0.053,0.4,0.52,0.756,0.442,0.393,0.242,0.316,0.461,0.846,0.044,25.0,0.202,0.34,0.0,0.0
P0519,2025-26,Xavier Tillman Sr.,CHO,2TM,11.5,0.609,0.261,0.304,0.043,0.0,0.391,0.607,0.667,0.571,0.5,,0.167,0.706,1.0,0.022,0.0,0.278,0.0,0.0,0.0
P0520,2025-26,Yang Hansen,POR,POR,13.5,0.58,0.25,0.27,0.06,0.0,0.42,0.448,0.68,0.333,0.0,,0.119,0.615,1.0,0.1,7.0,0.238,0.1,0.0,0.0
P0521,2025-26,Yanic Konan Niederhäuser,LAC,LAC,4.1,0.95,0.57,0.35,0.03,0.0,0.05,0.663,0.702,0.629,0.333,,0.2,0.714,1.0,0.35,29.0,0.2,0.0,0.0,0.0
P0522,2025-26,Yves Missi,NOP,NOP,2.8,0.997,0.656,0.303,0.031,0.007,0.003,0.546,0.637,0.404,0.111,0.0,0.0,0.625,,0.252,60.0,0.0,,0.0,0.0
P0523,2025-26,Zaccharie Risacher,ATL,ATL,15.0,0.519,0.297,0.112,0.047,0.063,0.481,0.536,0.635,0.467,0.36,0.324,0.368,0.718,0.947,0.114,50.0,0.31,0.375,0.0,0.0
P0524,2025-26,Zach Collins,CHI,CHI,10.8,0.672,0.422,0.156,0.078,0.016,0.328,0.651,0.778,0.4,0.4,1.0,0.429,0.821,1.0,0.016,1.0,0.429,0.556,0.0,0.0
P0525,2025-26,Zach Edey,MEM,MEM,5.2,0.949,0.418,0.469,0.061,0.0,0.051,0.656,0.732,0.63,0.333,,0.2,0.82,1.0,0.194,17.0,0.0,,0.0,0.0
P0526,2025-26,Zach LaVine,SAC,SAC,16.7,0.536,0.157,0.185,0.062,0.132,0.464,0.556,0.767,0.525,0.5,0.375,0.39,0.577,0.768,0.055,28.0,0.197,0.48,0.0,0.0
P0527,2025-26,Zeke Nnaji,DEN,DEN,11.6,0.642,0.43,0.139,0.02,0.053,0.358,0.588,0.708,0.381,0.0,0.375,0.259,0.789,1.0,0.166,22.0,0.333,0.278,0.0,0.0
P0528,2025-26,Ziaire Williams,BRK,BRK,16.3,0.42,0.224,0.139,0.048,0.009,0.58,0.538,0.68,0.35,0.476,0.25,0.343,0.643,0.977,0.081,33.0,0.359,0.344,0.0,0.0
P0529,2025-26,Zion Williamson,NOP,NOP,3.6,0.995,0.575,0.378,0.038,0.004,0.005,0.601,0.744,0.407,0.452,0.0,0.25,0.524,1.0,0.103,77.0,0.0,,0.0,0.0
