PlayerKey,Season,PlayerName,SalaryTeam,StatsTeam,PTSPer100,TRBPer100,ASTPer100,STLPer100,BLKPer100,TOVPer100,PlayerORtg,PlayerDRtg
P0194,2025-26,JD Davison,BOS,HOU,15.8,7.8,8.0,1.4,1.4,1.6,116.0,114.0
P0195,2025-26,Ja Morant,MEM,MEM,32.4,5.4,13.4,1.7,0.5,5.9,107.0,121.0
P0196,2025-26,Ja'Kobe Walter,TOR,TOR,17.9,6.1,2.8,2.4,0.5,1.2,123.0,114.0
P0198,2025-26,Jabari Smith Jr.,HOU,HOU,22.4,9.8,2.6,1.0,1.3,1.9,120.0,114.0
P0199,2025-26,Jabari Walker,PHI,PHI,17.5,12.2,2.2,1.5,0.8,1.7,120.0,116.0
P0200,2025-26,Jaden Hardy,WAS,2TM,27.5,4.5,3.1,0.8,0.3,3.3,104.0,124.0
P0201,2025-26,Jaden Ivey,CHI,2TM,22.7,6.5,4.9,1.7,1.0,2.9,113.0,114.0
P0202,2025-26,Jaden McDaniels,MIN,MIN,22.3,6.4,4.1,1.7,1.5,2.7,117.0,114.0
P0204,2025-26,Jae'Sean Tate,HOU,HOU,15.9,9.0,3.1,1.2,0.4,2.0,120.0,117.0
P0205,2025-26,Jaime Jaquez Jr.,MIA,MIA,25.2,8.2,7.7,1.1,0.5,3.3,115.0,117.0
P0206,2025-26,Jake LaRavia,LAL,LAL,16.0,7.7,3.4,2.5,0.9,2.1,116.0,116.0
P0207,2025-26,Jakob Poeltl,TOR,TOR,20.9,13.7,3.9,1.7,1.4,2.4,132.0,111.0
P0208,2025-26,Jalen Brunson,NYK,NYK,36.9,4.7,9.6,1.1,0.2,3.4,122.0,117.0
P0209,2025-26,Jalen Duren,DET,DET,33.4,18.0,3.4,1.4,1.4,3.2,134.0,108.0
P0210,2025-26,Jalen Green,PHO,PHO,33.9,6.9,5.4,2.0,0.5,4.3,102.0,115.0
P0211,2025-26,Jalen Johnson,ATL,ATL,30.2,13.8,10.6,1.7,0.6,4.6,116.0,111.0
P0212,2025-26,Jalen Pickett,DEN,DEN,15.7,6.9,7.0,0.8,0.3,2.1,115.0,120.0
P0213,2025-26,Jalen Smith,CHI,CHI,23.1,15.2,2.8,1.0,1.8,2.3,119.0,116.0
P0214,2025-26,Jalen Suggs,ORL,ORL,24.0,6.7,9.5,3.2,1.2,4.6,108.0,111.0
P0215,2025-26,Jalen Williams,OKC,OKC,29.1,7.9,9.4,2.0,0.5,3.3,116.0,109.0
P0216,2025-26,Jalen Wilson,BRK,BRK,19.7,6.6,2.9,1.3,0.1,2.2,105.0,121.0
P0217,2025-26,Jamal Murray,DEN,DEN,35.1,6.1,9.8,1.2,0.5,3.1,126.0,119.0
P0218,2025-26,Jamal Shead,TOR,TOR,14.4,3.8,11.7,2.0,0.4,2.9,111.0,116.0
P0219,2025-26,James Harden,CLE,2TM,33.3,6.8,11.2,1.6,0.6,4.9,120.0,117.0
P0220,2025-26,James Wiseman,IND,IND,10.7,6.6,2.5,0.0,0.8,4.1,97.0,124.0
P0221,2025-26,James Wiseman,IND,IND,10.7,6.6,2.5,0.0,0.8,4.1,97.0,124.0
P0222,2025-26,Jamison Battle,TOR,TOR,18.1,8.4,2.3,0.7,0.3,1.8,118.0,117.0
P0223,2025-26,Jarace Walker,IND,IND,21.5,9.5,4.7,1.5,0.6,3.4,102.0,118.0
P0224,2025-26,Jared McCain,OKC,2TM,23.2,5.7,3.7,1.5,0.2,2.3,108.0,115.0
P0225,2025-26,Jaren Jackson Jr.,UTA,2TM,30.3,8.9,3.1,1.7,2.2,3.5,107.0,117.0
P0226,2025-26,Jarred Vanderbilt,LAL,LAL,12.5,12.6,3.6,2.4,0.8,2.4,111.0,113.0
P0227,2025-26,Jarrett Allen,CLE,CLE,27.2,15.1,3.2,1.7,1.5,2.4,132.0,112.0
P0228,2025-26,Jase Richardson,ORL,ORL,19.6,5.2,4.7,1.6,0.2,2.0,116.0,118.0
P0229,2025-26,Javonte Green,DET,DET,19.0,7.7,1.9,3.4,0.8,1.5,124.0,108.0
P0230,2025-26,Jaxson Hayes,LAL,LAL,20.1,11.0,2.4,1.2,2.1,1.3,149.0,116.0
P0231,2025-26,Jay Huff,IND,IND,21.6,9.0,3.3,1.1,4.2,2.1,114.0,115.0
P0232,2025-26,Jaylen Brown,BOS,BOS,42.2,10.2,7.5,1.5,0.6,5.4,114.0,113.0
P0233,2025-26,Jaylen Clark,MIN,MIN,14.8,6.5,2.3,2.5,0.5,1.2,116.0,115.0
P0234,2025-26,Jaylen Wells,MEM,MEM,22.5,5.7,2.9,1.6,0.2,1.9,111.0,122.0
P0235,2025-26,Jaylin Williams,OKC,OKC,17.8,13.6,6.0,1.2,1.6,2.5,118.0,105.0
P0236,2025-26,Jaylon Tyson,CLE,CLE,23.6,9.1,4.0,1.5,0.8,2.7,119.0,117.0
P0237,2025-26,Jayson Tatum,BOS,BOS,33.7,15.5,8.2,2.1,0.3,3.8,113.0,107.0
P0238,2025-26,Jeff Green,HOU,HOU,19.1,7.1,2.3,0.6,0.6,1.1,110.0,118.0
P0239,2025-26,Jerami Grant,POR,POR,29.9,5.6,3.4,1.2,1.0,3.4,119.0,118.0
P0240,2025-26,Jeremiah Fears,NOP,NOP,26.5,6.8,6.3,2.2,0.7,4.0,104.0,119.0
P0241,2025-26,Jeremiah Robinson-Earl,DAL,2TM,13.3,13.5,2.0,1.2,0.1,1.6,105.0,119.0
P0242,2025-26,Jeremiah Robinson-Earl,IND,2TM,13.3,13.5,2.0,1.2,0.1,1.6,105.0,119.0
P0243,2025-26,Jeremiah Robinson-Earl,IND,2TM,13.3,13.5,2.0,1.2,0.1,1.6,105.0,119.0
P0244,2025-26,Jeremiah Robinson-Earl,IND,2TM,13.3,13.5,2.0,1.2,0.1,1.6,105.0,119.0
P0245,2025-26,Jeremy Sochan,NYK,2TM,16.3,11.0,4.1,1.8,0.7,2.2,118.0,112.0
P0246,2025-26,Jeremy Sochan,SAS,2TM,16.3,11.0,4.1,1.8,0.7,2.2,118.0,112.0
P0247,2025-26,Jericho Sims,MIL,MIL,12.5,13.8,3.9,0.7,0.6,2.8,136.0,120.0
P0248,2025-26,Jett Howard,ORL,ORL,20.8,6.0,3.1,0.7,0.8,1.0,118.0,118.0
P0249,2025-26,Jevon Carter,CHI,2TM,18.6,4.9,4.8,2.2,0.5,2.0,108.0,116.0
P0250,2025-26,Jevon Carter,ORL,2TM,18.6,4.9,4.8,2.2,0.5,2.0,108.0,116.0
P0251,2025-26,Jimmy Butler,GSW,GSW,31.2,8.7,7.6,2.3,0.3,2.5,136.0,117.0
P0252,2025-26,Joan Beringer,MIN,MIN,23.7,14.0,1.8,1.1,4.0,1.7,139.0,111.0
P0253,2025-26,Jock Landale,ATL,2TM,22.6,12.2,3.6,1.1,1.1,1.9,124.0,119.0
P0254,2025-26,Joe Ingles,MIN,MIN,12.8,5.9,10.6,2.8,0.6,4.4,120.0,112.0
P0255,2025-26,Joel Embiid,PHI,PHI,41.0,11.8,6.0,0.8,1.8,4.4,119.0,116.0
P0256,2025-26,John Collins,LAC,LAC,24.8,9.8,1.9,1.6,1.4,2.5,121.0,116.0
P0257,2025-26,John Konchar,UTA,2TM,10.5,10.1,5.0,3.5,1.6,1.5,125.0,116.0
P0258,2025-26,John Tonje,BOS,BOS,18.1,7.2,2.4,2.4,0.0,0.0,114.0,112.0
P0259,2025-26,Johni Broome,PHI,PHI,8.8,14.0,3.5,2.6,1.8,2.6,61.0,112.0
P0260,2025-26,Johnny Furphy,IND,IND,13.3,11.3,3.0,1.5,0.5,2.1,106.0,118.0
P0261,2025-26,Jonas Valančiūnas,DEN,DEN,31.8,18.4,4.4,0.8,2.1,4.1,121.0,114.0
P0262,2025-26,Jonathan Isaac,ORL,ORL,12.4,12.2,2.0,1.8,2.9,1.7,109.0,111.0
P0263,2025-26,Jonathan Kuminga,ATL,2TM,25.3,11.7,4.8,1.3,0.6,3.9,108.0,115.0
P0264,2025-26,Jonathan Mogbo,TOR,TOR,11.9,13.3,4.9,2.2,1.6,2.7,117.0,110.0
P0265,2025-26,Jordan Clarkson,NYK,NYK,24.1,4.9,3.7,1.2,0.3,2.4,113.0,118.0
P0266,2025-26,Jordan Clarkson,UTA,NYK,24.1,4.9,3.7,1.2,0.3,2.4,113.0,118.0
P0267,2025-26,Jordan Goodwin,PHO,PHO,19.1,10.7,4.7,3.3,0.4,2.1,116.0,111.0
P0268,2025-26,Jordan Hawkins,NOP,NOP,17.8,6.1,2.9,0.9,0.7,2.4,98.0,123.0
P0269,2025-26,Jordan McLaughlin,SAS,SAS,15.2,5.4,6.5,3.4,0.3,2.6,111.0,110.0
P0270,2025-26,Jordan Miller,LAC,LAC,22.4,6.8,5.1,1.7,0.4,2.4,125.0,118.0
P0271,2025-26,Jordan Poole,NOP,NOP,26.9,3.9,6.1,1.1,0.8,3.5,106.0,123.0
P0272,2025-26,Jordan Walsh,BOS,BOS,15.2,11.4,2.3,2.0,1.3,1.5,130.0,111.0
P0273,2025-26,Jose Alvarado,NYK,2TM,18.0,6.0,8.3,2.3,0.3,2.7,114.0,117.0
P0274,2025-26,Josh Giddey,CHI,CHI,24.9,12.1,13.4,1.5,0.7,5.3,113.0,116.0
P0275,2025-26,Josh Green,CHO,CHO,13.6,5.6,2.6,1.9,0.3,1.9,125.0,117.0
P0276,2025-26,Josh Hart,NYK,NYK,19.7,12.1,7.9,1.9,0.4,3.2,122.0,112.0
P0277,2025-26,Josh Minott,BRK,2TM,21.9,9.5,2.8,2.6,1.4,2.6,122.0,112.0
P0278,2025-26,Josh Okogie,HOU,HOU,13.0,7.4,2.5,2.3,0.6,1.5,119.0,114.0
P0279,2025-26,Jrue Holiday,POR,POR,26.5,7.5,9.9,1.7,0.2,4.5,116.0,117.0
P0280,2025-26,Julian Champagnie,SAS,SAS,19.3,10.0,2.7,1.3,0.8,1.5,122.0,112.0
P0281,2025-26,Julian Phillips,MIN,2TM,15.4,5.4,1.1,2.4,0.8,1.2,110.0,118.0
P0282,2025-26,Julian Strawther,DEN,DEN,23.4,6.5,3.5,1.4,0.3,2.0,114.0,119.0
P0283,2025-26,Julius Randle,MIN,MIN,30.5,9.7,7.3,1.6,0.3,4.0,117.0,114.0
P0284,2025-26,Justin Champagnie,WAS,WAS,20.5,13.2,2.9,2.0,1.5,1.5,125.0,120.0
P0285,2025-26,Justin Edwards,PHI,PHI,19.1,4.6,4.0,2.7,0.5,1.8,116.0,117.0
P0286,2025-26,Jusuf Nurkić,UTA,UTA,19.4,18.4,8.5,2.3,1.0,4.4,110.0,116.0
P0287,2025-26,Kadary Richmond,WAS,WAS,17.7,7.1,5.7,5.7,0.7,1.4,142.0,114.0
P0288,2025-26,Kam Jones,IND,IND,12.5,4.6,9.2,1.4,0.0,2.8,103.0,122.0
P0289,2025-26,Karl-Anthony Towns,NYK,NYK,32.1,19.0,4.8,1.4,0.9,4.0,123.0,110.0
P0290,2025-26,Karlo Matković,NOP,NOP,18.5,12.0,2.6,1.3,2.8,1.8,134.0,117.0
P0291,2025-26,Kasparas Jakučionis,MIA,MIA,16.1,6.8,6.7,1.6,0.3,2.5,124.0,117.0
P0292,2025-26,Kawhi Leonard,LAC,LAC,43.3,9.9,5.6,2.9,0.6,3.2,124.0,113.0
P0293,2025-26,Keaton Wallace,ATL,ATL,16.4,4.9,8.3,2.1,0.4,2.5,109.0,115.0
P0294,2025-26,Keegan Murray,SAC,SAC,19.6,8.1,2.3,1.5,2.2,1.6,104.0,121.0
P0295,2025-26,Kel'el Ware,MIA,MIA,23.2,18.9,1.5,1.6,2.3,1.7,125.0,109.0
P0296,2025-26,Keldon Johnson,SAS,SAS,27.2,11.1,2.8,1.2,0.3,1.8,125.0,113.0
P0297,2025-26,Kelly Olynyk,SAS,SAS,17.7,10.1,6.5,2.0,0.4,3.2,119.0,111.0
P0298,2025-26,Kelly Oubre Jr.,PHI,PHI,21.6,7.7,2.5,2.1,0.7,2.1,114.0,116.0
P0299,2025-26,Kenrich Williams,OKC,OKC,20.5,10.6,4.5,1.8,0.3,2.4,115.0,109.0
P0300,2025-26,Kentavious Caldwell-Pope,MEM,MEM,18.6,5.4,6.1,1.9,0.3,2.7,108.0,121.0
P0301,2025-26,Keon Ellis,CLE,2TM,15.7,4.4,2.3,2.7,1.5,1.3,116.0,117.0
P0303,2025-26,Keshad Johnson,MIA,MIA,22.5,10.3,1.3,2.5,1.3,2.2,115.0,113.0
P0304,2025-26,Keshon Gilbert,WAS,2TM,10.9,3.2,7.7,1.9,2.6,5.1,99.0,120.0
P0305,2025-26,Kevin Durant,HOU,HOU,35.6,7.5,6.5,1.1,1.2,4.3,124.0,115.0
P0306,2025-26,Kevin Huerter,DET,2TM,21.2,7.3,5.4,1.9,1.0,2.2,112.0,115.0
P0307,2025-26,Kevin Love,UTA,UTA,19.0,16.5,5.1,1.1,0.7,2.3,120.0,120.0
P0308,2025-26,Kevin Porter Jr.,MIL,MIL,25.8,7.7,10.9,3.2,0.7,4.3,115.0,116.0
P0309,2025-26,Kevon Looney,NOP,NOP,9.2,18.3,5.3,1.4,1.6,1.4,124.0,116.0
P0310,2025-26,Keyonte George,UTA,UTA,33.5,5.2,8.7,1.5,0.4,4.4,118.0,124.0
P0311,2025-26,Khaman Maluach,PHO,PHO,16.7,16.0,0.7,0.6,4.0,3.0,112.0,111.0
P0312,2025-26,Khris Middleton,DAL,2TM,21.0,7.6,5.8,1.3,0.3,3.5,105.0,122.0
P0313,2025-26,Killian Hayes,SAC,SAC,15.1,6.4,9.7,2.5,0.5,3.3,96.0,120.0
P0314,2025-26,Killian Hayes,SAC,SAC,15.1,6.4,9.7,2.5,0.5,3.3,96.0,120.0
P0315,2025-26,Klay Thompson,DAL,DAL,25.5,4.5,3.0,1.0,0.7,2.0,105.0,120.0
P0316,2025-26,Kobe Brown,IND,2TM,17.7,9.3,4.0,1.2,0.6,2.7,115.0,120.0
P0317,2025-26,Kobe Bufkin,BRK,LAL,18.9,5.3,4.1,0.8,1.2,2.1,91.0,119.0
P0318,2025-26,Kobe Bufkin,LAL,LAL,18.9,5.3,4.1,0.8,1.2,2.1,91.0,119.0
P0319,2025-26,Kobe Bufkin,LAL,LAL,18.9,5.3,4.1,0.8,1.2,2.1,91.0,119.0
P0320,2025-26,Kobe Bufkin,MEM,LAL,18.9,5.3,4.1,0.8,1.2,2.1,91.0,119.0
P0321,2025-26,Kobe Sanders,LAC,LAC,18.2,5.6,4.0,1.8,0.4,3.0,110.0,118.0
P0322,2025-26,Kon Knueppel,CHO,CHO,29.1,8.4,5.3,1.1,0.4,3.1,125.0,116.0
P0323,2025-26,Kris Dunn,LAC,LAC,13.3,6.0,6.6,2.9,0.3,2.5,116.0,116.0
P0324,2025-26,Kris Murray,POR,POR,11.9,7.4,2.9,1.8,0.8,1.7,117.0,116.0
P0325,2025-26,Kristaps Porziņģis,GSW,2TM,33.1,10.4,5.0,1.1,2.4,2.5,119.0,114.0
P0326,2025-26,Kyle Anderson,MEM,3TM,14.8,8.3,7.0,2.5,1.4,2.2,121.0,116.0
P0327,2025-26,Kyle Filipowski,UTA,UTA,22.9,14.4,5.2,1.9,1.0,3.3,115.0,119.0
P0328,2025-26,Kyle Kuzma,MIL,MIL,24.4,8.5,5.0,1.3,0.8,3.2,111.0,120.0
P0329,2025-26,Kyle Lowry,PHI,PHI,7.0,3.7,4.5,0.8,0.8,1.6,77.0,120.0
P0331,2025-26,Kyshawn George,WAS,WAS,24.2,8.3,7.3,1.6,1.5,4.3,107.0,122.0
P0332,2025-26,LaMelo Ball,CHO,CHO,35.5,8.5,12.6,2.1,0.4,5.0,116.0,114.0
P0333,2025-26,Landry Shamet,NYK,NYK,20.1,3.9,3.0,1.3,0.4,1.3,123.0,117.0
P0334,2025-26,Larry Nance Jr.,CLE,CLE,14.0,10.0,3.6,2.2,0.6,2.1,107.0,114.0
P0335,2025-26,Lauri Markkanen,UTA,UTA,36.5,9.4,2.9,1.4,0.7,2.0,122.0,123.0
P0336,2025-26,Lawson Lovering,MEM,MEM,13.5,14.5,2.9,2.9,1.0,1.9,120.0,114.0
P0337,2025-26,LeBron James,LAL,LAL,30.8,8.9,10.6,1.8,0.9,4.4,117.0,116.0
P0338,2025-26,Leonard Miller,CHI,2TM,23.6,11.8,2.6,1.1,1.0,2.4,120.0,118.0
P0339,2025-26,Liam McNeeley,CHO,CHO,17.8,9.8,3.2,0.7,0.4,1.8,124.0,116.0
P0340,2025-26,Lindy Waters III,SAS,SAS,16.0,4.9,3.2,1.0,0.2,1.2,110.0,115.0
P0341,2025-26,Lonzo Ball,UTA,CLE,10.6,9.2,9.0,3.0,0.6,3.4,100.0,112.0
P0342,2025-26,Lucas Williamson,MEM,MEM,15.4,8.0,3.8,2.3,0.2,2.1,100.0,119.0
P0343,2025-26,Luguentz Dort,OKC,OKC,15.1,6.4,2.2,1.6,0.7,1.4,106.0,110.0
P0344,2025-26,Luka Dončić,LAL,LAL,45.7,10.6,11.3,2.2,0.7,5.4,120.0,114.0
P0345,2025-26,Luka Garza,BOS,BOS,25.2,12.7,3.0,1.2,1.3,2.1,140.0,114.0
P0346,2025-26,Luke Kennard,LAL,2TM,18.6,5.2,5.0,1.6,0.2,1.7,132.0,118.0
P0347,2025-26,Luke Kornet,SAS,SAS,14.9,13.9,4.2,1.1,2.2,0.9,154.0,111.0
P0348,2025-26,Mac McClung,IND,2TM,23.3,3.5,3.5,3.8,1.0,3.1,96.0,115.0
P0349,2025-26,Malachi Smith,BRK,BRK,17.1,7.0,6.8,1.7,0.6,1.9,123.0,120.0
P0350,2025-26,Malachi Smith,BRK,BRK,17.1,7.0,6.8,1.7,0.6,1.9,123.0,120.0
P0351,2025-26,Malaki Branham,CHO,WAS,22.0,7.6,4.0,1.7,0.5,2.6,118.0,124.0
P0352,2025-26,Malik Monk,SAC,SAC,27.4,4.1,6.6,1.3,0.9,3.2,111.0,124.0
P0354,2025-26,Marcus Sasser,DET,DET,20.8,4.1,7.9,2.1,0.4,3.3,110.0,113.0
P0355,2025-26,Marcus Smart,LAL,LAL,16.0,4.7,5.1,2.4,0.6,2.5,109.0,117.0
P0356,2025-26,Marcus Smart,WAS,LAL,16.0,4.7,5.1,2.4,0.6,2.5,109.0,117.0
P0357,2025-26,Mark Williams,PHO,PHO,24.4,16.6,2.0,1.9,1.9,2.3,135.0,110.0
P0358,2025-26,Marvin Bagley III,DAL,2TM,24.7,14.4,3.3,1.1,1.7,2.4,130.0,119.0
P0359,2025-26,Mason Plumlee,OKC,2TM,8.9,15.1,5.7,2.9,0.0,3.4,129.0,110.0
P0360,2025-26,Mason Plumlee,SAS,2TM,8.9,15.1,5.7,2.9,0.0,3.4,129.0,110.0
P0361,2025-26,Mason Plumlee,SAS,2TM,8.9,15.1,5.7,2.9,0.0,3.4,129.0,110.0
P0362,2025-26,Matas Buzelis,CHI,CHI,26.1,9.3,3.3,1.1,2.4,3.3,108.0,117.0
P0363,2025-26,Matisse Thybulle,POR,POR,17.3,5.9,2.7,6.0,1.6,2.8,113.0,106.0
P0364,2025-26,Max Christie,DAL,DAL,19.9,5.2,3.2,1.0,0.6,2.0,113.0,119.0
P0365,2025-26,Max Strus,CLE,CLE,22.4,10.8,4.0,0.5,0.0,1.5,123.0,117.0
P0366,2025-26,Maxi Kleber,LAL,LAL,9.1,8.9,2.9,1.9,1.2,1.8,112.0,117.0
P0367,2025-26,Maxime Raynaud,SAC,SAC,22.7,13.7,2.5,0.9,1.0,2.3,120.0,121.0
P0368,2025-26,Micah Peavy,NOP,NOP,13.7,6.1,3.2,2.3,0.5,1.0,105.0,120.0
P0369,2025-26,Micah Potter,IND,IND,24.0,12.2,3.6,1.2,0.8,2.5,127.0,118.0
P0370,2025-26,Michael Porter Jr.,BRK,BRK,36.9,10.7,4.6,1.6,0.4,3.6,113.0,118.0
P0371,2025-26,Mikal Bridges,NYK,NYK,21.8,5.7,5.6,2.0,1.1,1.5,125.0,114.0
P0372,2025-26,Mike Conley,CHO,MIN,11.8,4.5,7.6,1.7,0.7,1.6,120.0,116.0
P0373,2025-26,Mike Conley,MIN,MIN,11.8,4.5,7.6,1.7,0.7,1.6,120.0,116.0
P0374,2025-26,Miles Bridges,CHO,CHO,27.3,9.3,5.1,1.0,0.7,2.2,120.0,116.0
P0375,2025-26,Miles McBride,NYK,NYK,22.5,4.6,4.9,1.6,0.4,1.5,122.0,116.0
P0376,2025-26,Mitchell Robinson,NYK,NYK,14.3,22.2,2.2,2.4,3.0,1.7,145.0,106.0
P0377,2025-26,Mo Bamba,TOR,2TM,10.7,23.6,1.1,0.0,3.2,2.1,111.0,118.0
P0378,2025-26,Mo Bamba,UTA,2TM,10.7,23.6,1.1,0.0,3.2,2.1,111.0,118.0
P0379,2025-26,Mo Bamba,UTA,2TM,10.7,23.6,1.1,0.0,3.2,2.1,111.0,118.0
P0380,2025-26,Mohamed Diawara,NYK,NYK,19.2,7.4,4.1,1.3,0.5,2.3,111.0,115.0
P0381,2025-26,Monte Morris,IND,IND,13.2,5.1,6.6,0.7,0.7,1.5,96.0,122.0
P0382,2025-26,Moritz Wagner,ORL,ORL,27.8,12.9,3.0,1.7,0.2,2.1,113.0,113.0
P0383,2025-26,Moses Moody,GSW,GSW,22.9,6.3,3.1,1.8,1.1,1.8,118.0,117.0
P0384,2025-26,Mouhamed Gueye,ATL,ATL,13.7,11.0,2.8,2.4,1.6,1.3,117.0,111.0
P0385,2025-26,Moussa Diabaté,CHO,CHO,15.0,16.6,3.7,1.5,1.9,1.9,139.0,112.0
P0386,2025-26,Myles Turner,MIL,MIL,21.8,9.7,2.6,1.3,3.0,2.1,113.0,117.0
P0387,2025-26,Myron Gardner,MIA,MIA,18.4,13.8,5.0,2.3,0.9,1.9,127.0,111.0
P0388,2025-26,N'Faly Dante,ATL,ATL,9.4,22.0,0.0,6.3,0.0,3.1,90.0,101.0
P0389,2025-26,Nae'Qwan Tomlin,CLE,CLE,17.9,8.9,2.5,2.0,1.6,1.4,119.0,115.0
P0390,2025-26,Naji Marshall,DAL,DAL,24.4,7.5,5.2,1.8,0.1,2.6,116.0,117.0
P0392,2025-26,Naz Reid,MIN,MIN,24.9,11.3,4.0,1.8,1.9,3.0,110.0,111.0
P0393,2025-26,Neemias Queta,BOS,BOS,20.4,16.7,3.3,1.6,2.6,2.0,138.0,108.0
P0394,2025-26,Nic Claxton,BRK,BRK,20.9,12.3,6.5,1.2,2.0,2.5,123.0,118.0
P0395,2025-26,Nick Richards,CHI,2TM,18.8,16.5,1.1,0.7,2.2,4.0,103.0,114.0
P0396,2025-26,Nick Smith Jr.,CHO,LAL,24.1,3.0,4.0,1.2,0.3,2.7,105.0,121.0
P0397,2025-26,Nickeil Alexander-Walker,ATL,ATL,29.5,4.9,5.2,1.9,0.8,2.9,117.0,116.0
P0398,2025-26,Nicolas Batum,LAC,LAC,11.3,7.1,2.5,1.8,0.9,1.4,115.0,117.0
P0399,2025-26,Nigel Hayes-Davis,MIL,PHO,8.6,8.4,1.8,2.0,0.5,2.0,83.0,115.0
P0401,2025-26,Nikola Jokić,DEN,DEN,38.8,18.0,15.0,2.0,1.1,5.2,134.0,111.0
P0402,2025-26,Nikola Jović,MIA,MIA,19.8,8.8,5.9,1.5,1.0,3.7,97.0,114.0
P0403,2025-26,Nikola Topić,OKC,OKC,15.7,5.7,13.3,1.5,0.0,7.6,94.0,112.0
P0404,2025-26,Nikola Vučević,BOS,2TM,25.2,14.0,5.6,1.0,1.1,2.2,118.0,116.0
P0405,2025-26,Nique Clifford,SAC,SAC,16.6,7.2,4.6,1.7,0.6,3.0,100.0,122.0
P0406,2025-26,Noa Essengue,CHI,CHI,0.0,0.0,0.0,7.8,0.0,0.0,0.0,109.0
P0407,2025-26,Noah Clowney,BRK,BRK,22.5,7.6,3.0,1.4,1.3,2.8,106.0,119.0
P0408,2025-26,Noah Penda,ORL,ORL,14.4,11.9,4.4,1.9,1.1,2.7,108.0,113.0
P0409,2025-26,Nolan Traoré,BRK,BRK,19.9,3.9,8.5,1.8,0.9,5.1,93.0,120.0
P0410,2025-26,Norman Powell,MIA,MIA,34.1,5.5,3.9,1.7,0.4,3.0,116.0,116.0
P0411,2025-26,OG Anunoby,NYK,NYK,24.9,7.8,3.2,2.3,1.1,2.7,120.0,112.0
P0412,2025-26,Obi Toppin,IND,IND,31.3,11.9,6.2,1.3,0.1,3.1,120.0,118.0
P0413,2025-26,Ochai Agbaji,BRK,2TM,15.8,7.1,2.4,1.2,0.9,1.6,108.0,117.0
P0414,2025-26,Olivier-Maxence Prosper,DAL,MEM,25.5,9.0,2.5,1.9,0.6,2.3,124.0,119.0
P0415,2025-26,Onyeka Okongwu,ATL,ATL,23.1,11.6,4.7,1.7,1.6,2.6,117.0,112.0
P0416,2025-26,Oso Ighodaro,PHO,PHO,14.5,11.4,5.1,2.0,1.6,2.8,122.0,112.0
P0417,2025-26,Ousmane Dieng,MIL,2TM,19.2,8.0,6.1,1.1,0.8,3.3,101.0,118.0
P0418,2025-26,P.J. Washington,DAL,DAL,21.5,10.7,2.7,1.5,1.6,2.6,105.0,115.0
P0419,2025-26,Pacôme Dadiet,NYK,NYK,17.5,9.8,4.4,1.1,0.4,1.1,108.0,114.0
P0420,2025-26,Paolo Banchero,ORL,ORL,30.7,11.6,7.2,1.0,0.8,4.3,112.0,114.0
P0421,2025-26,Pascal Siakam,IND,IND,34.3,9.5,5.5,1.6,0.6,3.2,110.0,118.0
P0422,2025-26,Pat Connaughton,CHO,CHO,18.4,10.2,3.0,1.8,0.2,1.8,121.0,114.0
P0423,2025-26,Pat Connaughton,CHO,CHO,18.4,10.2,3.0,1.8,0.2,1.8,121.0,114.0
P0424,2025-26,Pat Spencer,GSW,GSW,18.8,6.2,9.2,1.9,0.2,3.4,110.0,118.0
P0425,2025-26,Patrick Baldwin Jr.,LAC,3TM,15.7,10.9,2.4,1.4,2.4,2.4,112.0,120.0
P0426,2025-26,Patrick Baldwin Jr.,PHI,3TM,15.7,10.9,2.4,1.4,2.4,2.4,112.0,120.0
P0427,2025-26,Patrick Williams,CHI,CHI,16.0,6.8,3.3,1.6,0.8,2.4,98.0,119.0
P0428,2025-26,Paul George,PHI,PHI,27.3,8.3,5.7,2.6,0.7,2.7,114.0,114.0
P0429,2025-26,Paul Reed,DET,DET,27.1,15.8,4.3,3.1,3.2,3.1,129.0,104.0
P0430,2025-26,Payton Pritchard,BOS,BOS,26.6,6.2,8.1,1.1,0.2,2.2,126.0,116.0
P0431,2025-26,Pelle Larsson,MIA,MIA,20.1,6.1,5.9,1.2,0.4,2.5,121.0,118.0
P0432,2025-26,Peyton Watson,DEN,DEN,24.1,8.1,3.4,1.5,1.9,2.8,112.0,116.0
P0433,2025-26,Precious Achiuwa,SAC,SAC,20.4,13.6,2.8,1.8,1.4,1.8,117.0,119.0
P0434,2025-26,Quentin Grimes,PHI,PHI,22.0,6.0,5.3,1.4,0.6,2.9,115.0,118.0
P0435,2025-26,Quinten Post,GSW,GSW,21.5,11.3,3.9,1.1,1.5,2.3,112.0,116.0
P0436,2025-26,RJ Barrett,TOR,TOR,31.0,8.5,5.3,1.2,0.5,2.8,115.0,115.0
P0437,2025-26,Rasheer Fleming,PHO,PHO,17.5,9.1,1.2,1.6,1.5,2.1,107.0,115.0
P0438,2025-26,Rayan Rupert,MEM,2TM,14.7,8.3,3.0,2.4,0.4,2.4,101.0,116.0
P0439,2025-26,Rayan Rupert,POR,2TM,14.7,8.3,3.0,2.4,0.4,2.4,101.0,116.0
P0440,2025-26,Reed Sheppard,HOU,HOU,25.8,5.5,6.4,2.8,1.3,2.9,118.0,112.0
