Season,SeasonEndYear,PlayerKeyRaw,PlayerName,PlayoffTeam,Pos,PlayoffGames,PlayoffGamesStarted,PlayoffMinutes,PlayoffPoints,PlayoffRebounds,PlayoffAssists,PlayoffSteals,PlayoffBlocks,PlayoffTurnovers,PlayoffTS_Pct,PlayoffProductionScore,PlayoffEstimatedWinShares,PlayerKey,PlayerSeasonKey,PlayerKey_Fact,PlayerSeasonKey_Fact,Salary,SalaryMillions,ContractTier,PlayerValueTier,PlayoffValueScore,CostPerPlayoffPoint,CostPerPlayoffEstimatedWinShare
2023-24,2024,christian braun,Christian Braun,DEN,G,12,,204.0,61.199999999999996,32.400000000000006,9.600000000000001,2.4000000000000004,4.800000000000001,1.2000000000000002,0.5027602523659306,134.88000000000002,0.44960000000000006,P00155,P00155-2024,P00155,P00155-2024,2949120.0,2.94912,Minimum / Two-Way / Replacement,Efficient Role Player,45.735677083333336,48188.23529411765,6559430.604982206
2023-24,2024,aaron wiggins,Aaron Wiggins,OKC,G,10,,157.0,62.0,32.0,10.0,6.0,3.0,9.0,0.5979938271604938,133.4,0.4446666666666667,P00009,P00009-2024,P00009,P00009-2024,1836096.0,1.836096,Minimum / Two-Way / Replacement,Efficient Role Player,72.65415315974764,29614.451612903227,4129151.4242878556
2023-24,2024,kyle lowry,Kyle Lowry,PHI,G,6,,175.2,42.0,21.0,24.0,6.0,4.199999999999999,4.199999999999999,0.546875,129.60000000000002,0.43200000000000005,P00603,P00603-2024,P00603,P00603-2024,2795839.0,2.795839,Minimum / Two-Way / Replacement,Efficient Role Player,46.35460053314945,66567.59523809524,6471849.537037036
2023-24,2024,tobias harris,Tobias Harris,PHI,F,6,,217.79999999999998,54.0,43.2,9.0,1.2000000000000002,3.0,3.0,0.510899182561308,128.94,0.4298,P00900,P00900-2024,P00900,P00900-2024,39270150.0,39.27015,High-Salary Starter,High-Cost Low-Return,3.2834099182203276,727225.0,91368427.17543043
2023-24,2024,alec burks,Alec Burks,NYK,SG,6,,121.19999999999999,88.80000000000001,19.799999999999997,6.0,1.2000000000000002,1.2000000000000002,0.0,0.6960120391271634,128.76,0.42919999999999997,P00021,P00021-2024,P00021,P00021-2024,10489600.0,10.4896,Low-Cost Rotation Contract,Market Neutral,12.275015253203172,118126.12612612611,24439888.164026096
2023-24,2024,jaden hardy,Jaden Hardy,DAL,G,19,,129.2,79.8,15.200000000000001,17.1,3.8000000000000003,0.0,7.6000000000000005,0.5313765182186234,127.49000000000001,0.4249666666666667,P00387,P00387-2024,P00387,P00387-2024,1719864.0,1.719864,Minimum / Two-Way / Replacement,Efficient Role Player,74.12795430336352,21552.18045112782,4047056.2397050746
2023-24,2024,jonathan isaac,Jonathan Isaac,ORL,F,7,,147.0,44.1,34.300000000000004,2.8000000000000003,4.8999999999999995,9.1,4.2,0.5495464061409631,127.26,0.4242,P00493,P00493-2024,P00493,P00493-2024,17400000.0,17.4,Mid-Tier Rotation Contract,High-Cost Low-Return,7.313793103448277,394557.8231292517,41018387.55304102
2023-24,2024,d angelo russell,D'Angelo Russell,LAL,G,5,,185.0,71.0,14.0,21.0,4.0,1.0,9.0,0.4805089334055225,125.30000000000001,0.4176666666666667,P00178,P00178-2024,P00178,P00178-2024,17307693.0,17.307693,Mid-Tier Rotation Contract,Expensive but Worth It,7.239555265973346,243770.32394366196,41439009.57701516
2023-24,2024,jaylin williams,Jaylin Williams,OKC,F,10,,127.0,44.0,32.0,15.0,4.0,3.0,3.0,0.6329113924050633,122.9,0.4096666666666667,P00455,P00455-2024,P00455,P00455-2024,2000000.0,2.0,Minimum / Two-Way / Replacement,Efficient Role Player,61.45,45454.545454545456,4882017.900732302
2023-24,2024,nikola jovic,Nikola Jovic,MIA,F,5,,128.0,47.0,33.0,11.0,5.0,3.0,6.0,0.6013306038894576,121.1,0.4036666666666667,P00737,P00737-2024,P00737,P00737-2024,2352000.0,2.352,Minimum / Two-Way / Replacement,Efficient Role Player,51.48809523809524,50042.55319148936,5826589.595375722
2023-24,2024,tim hardaway jr,Tim Hardaway Jr.,DAL,G,14,,177.79999999999998,61.60000000000001,25.2,5.6000000000000005,5.6000000000000005,1.4000000000000001,1.4000000000000001,0.5041246562786436,119.84,0.3994666666666667,P00897,P00897-2024,P00897,P00897-2024,17897728.0,17.897728,Mid-Tier Rotation Contract,High-Cost Low-Return,6.695821950138028,290547.53246753244,44804058.74499332
2023-24,2024,jusuf nurkic,Jusuf Nurkic,PHO,C,4,,104.0,31.2,33.2,11.2,6.0,6.0,6.0,0.5043973098810139,117.84,0.39280000000000004,P00536,P00536-2024,P00536,P00536-2024,16875000.0,16.875,Mid-Tier Rotation Contract,Expensive but Worth It,6.9831111111111115,540865.3846153846,42960794.29735234
2023-24,2024,brandon ingram,Brandon Ingram,NOP,F,4,,145.2,57.2,18.0,13.2,4.0,5.2,9.2,0.4493464052287582,116.99999999999999,0.38999999999999996,P00093,P00093-2024,P00093,P00093-2024,33833400.0,33.8334,High-Salary Starter,High-Cost Low-Return,3.458121264785685,591493.0069930069,86752307.6923077
2023-24,2024,trey murphy iii,Trey Murphy III,NOP,F,4,,168.0,46.0,26.0,9.2,5.2,6.0,8.0,0.4791666666666667,116.6,0.38866666666666666,P00927,P00927-2024,P00927,P00927-2024,3359280.0,3.35928,Minimum / Two-Way / Replacement,Efficient Role Player,34.709818770688955,73027.82608695653,8643087.478559177
2023-24,2024,isaiah joe,Isaiah Joe,OKC,G,10,,173.0,64.0,22.0,10.0,5.0,0.0,5.0,0.5925925925925926,115.4,0.3846666666666667,P00360,P00360-2024,P00360,P00360-2024,1997238.0,1.997238,Minimum / Two-Way / Replacement,Efficient Role Player,57.77979389536951,31206.84375,5192126.516464471
2023-24,2024,jonas valanciunas,Jonas Valanciunas,NOP,C,4,,89.2,58.0,44.0,5.2,2.0,0.0,10.0,0.5850548741123306,114.6,0.382,P00492,P00492-2024,P00492,P00492-2024,15435000.0,15.435,Mid-Tier Rotation Contract,Market Neutral,7.424684159378036,266120.6896551724,40405759.162303664
2023-24,2024,luke kornet,Luke Kornet,BOS,C,13,,132.6,39.0,41.6,6.5,1.3,5.2,6.5,0.7352941176470589,111.67000000000002,0.37223333333333336,P00637,P00637-2024,P00637,P00637-2024,2413304.0,2.413304,Minimum / Two-Way / Replacement,Efficient Role Player,46.27266187765819,61879.58974358974,6483309.751947703
2023-24,2024,maxi kleber,Maxi Kleber,DAL,F,13,,218.4,48.1,24.7,13.0,2.6,3.9,5.2,0.5745341614906833,111.53999999999999,0.37179999999999996,P00681,P00681-2024,P00681,P00681-2024,11000000.0,11.0,Mid-Tier Rotation Contract,Market Neutral,10.139999999999999,228690.2286902287,29585798.81656805
2023-24,2024,mitchell robinson,Mitchell Robinson,NYK,C,6,,115.19999999999999,16.799999999999997,40.8,3.0,6.0,7.199999999999999,3.0,0.48746518105849573,106.85999999999999,0.35619999999999996,P00699,P00699-2024,P00699,P00699-2024,15681818.0,15.681818,Mid-Tier Rotation Contract,High-Cost Low-Return,6.814260948571141,933441.5476190478,44025317.23750702
2023-24,2024,bradley beal,Bradley Beal,PHO,G,4,,154.0,66.0,11.2,18.0,3.2,1.2,13.2,0.5366900858704138,106.43999999999998,0.35479999999999995,P00087,P00087-2024,P00087,P00087-2024,46741590.0,46.74159,Max / Supermax-Level,High-Cost Low-Return,2.277201096496717,708205.9090909091,131740670.80045098
2023-24,2024,nicolas batum,Nicolas Batum,PHI,F,6,,169.8,37.8,34.8,7.800000000000001,1.2000000000000002,4.800000000000001,4.800000000000001,0.586373790022338,104.46000000000001,0.3482,P00733,P00733-2024,P00733,P00733-2024,11710818.0,11.710818,Mid-Tier Rotation Contract,Market Neutral,8.919957598179735,309810.0,33632446.86961516
2023-24,2024,moritz wagner,Moritz Wagner,ORL,F,7,,105.0,44.1,30.800000000000004,2.1,6.3,2.8000000000000003,7.700000000000001,0.5116959064327485,103.81000000000002,0.3460333333333334,P00705,P00705-2024,P00705,P00705-2024,8000000.0,8.0,Low-Cost Rotation Contract,Market Neutral,12.976250000000002,181405.89569160997,23119160.003853187
2023-24,2024,russell westbrook,Russell Westbrook,LAC,G,6,,114.0,37.8,25.200000000000003,10.2,7.199999999999999,3.0,10.2,0.3398791540785498,103.73999999999998,0.34579999999999994,P00828,P00828-2024,P00828,P00828-2024,3835738.0,3.835738,Minimum / Two-Way / Replacement,Efficient Role Player,27.04564284630493,101474.55026455027,11092359.745517641
2023-24,2024,terance mann,Terance Mann,LAC,G,6,,187.2,55.800000000000004,30.0,10.8,0.0,0.0,4.800000000000001,0.562137330754352,103.20000000000002,0.3440000000000001,P00883,P00883-2024,P00883,P00883-2024,10576923.0,10.576923,Low-Cost Rotation Contract,Market Neutral,9.757090980051572,189550.59139784944,30746869.186046503
2023-24,2024,cason wallace,Cason Wallace,OKC,G,10,,198.0,42.0,13.0,10.0,9.0,2.0,4.0,0.501432664756447,101.6,0.33866666666666667,P00131,P00131-2024,P00131,P00131-2024,5291000.0,5.291,Low-Cost Rotation Contract,Market Neutral,19.2024192024192,125976.19047619047,15623031.496062992
2023-24,2024,norman powell,Norman Powell,LAC,G,6,,178.8,76.80000000000001,16.799999999999997,1.7999999999999998,3.0,0.0,7.199999999999999,0.5663716814159293,101.46000000000001,0.3382,P00746,P00746-2024,P00746,P00746-2024,18000000.0,18.0,Mid-Tier Rotation Contract,High-Cost Low-Return,5.636666666666667,234374.99999999997,53222945.00295683
2023-24,2024,herbert jones,Herbert Jones,NOP,F,4,,141.2,52.0,20.0,10.0,5.2,1.2,11.2,0.559380378657487,98.99999999999999,0.32999999999999996,P00345,P00345-2024,P00345,P00345-2024,12015150.0,12.01515,Mid-Tier Rotation Contract,Market Neutral,8.239597508145964,231060.57692307694,36409545.45454546
2023-24,2024,marcus morris sr,Marcus Morris Sr.,CLE,F,9,,137.70000000000002,54.9,25.2,2.6999999999999997,3.6,0.0,2.6999999999999997,0.5614874815905744,97.28999999999999,0.3243,P00656,P00656-2024,P00656,P00656-2024,17116279.0,17.116279,Mid-Tier Rotation Contract,High-Cost Low-Return,5.684062523168733,311771.9307832423,52779152.019734815
2023-24,2024,caleb martin,Caleb Martin,MIA,F,5,,176.0,58.0,18.0,7.0,3.0,0.0,3.0,0.6144067796610169,96.1,0.3203333333333333,P00116,P00116-2024,P00116,P00116-2024,6802950.0,6.80295,Low-Cost Rotation Contract,Market Neutral,14.126224652540442,117292.24137931035,21237096.77419355
2023-24,2024,jaime jaquez jr,Jaime Jaquez Jr.,MIA,F,4,,122.0,51.2,13.2,12.0,3.2,2.0,7.2,0.4640371229698376,93.44000000000001,0.3114666666666667,P00397,P00397-2024,P00397,P00397-2024,3510600.0,3.5106,Minimum / Two-Way / Replacement,Efficient Role Player,26.61653278641828,68566.40625,11271190.068493148
2023-24,2024,pat connaughton,Pat Connaughton,MIL,G,6,,124.19999999999999,27.0,22.799999999999997,13.200000000000001,6.0,1.2000000000000002,3.0,0.5193905817174514,92.75999999999999,0.3092,P00770,P00770-2024,P00770,P00770-2024,9423869.0,9.423869,Low-Cost Rotation Contract,Market Neutral,9.843090985241835,349032.18518518517,30478230.918499354
2023-24,2024,malik beasley,Malik Beasley,MIL,SG,6,,130.8,52.800000000000004,15.0,4.199999999999999,4.199999999999999,0.0,3.0,0.6470588235294119,86.7,0.28900000000000003,P00646,P00646-2024,P00646,P00646-2024,2019760.0,2.01976,Minimum / Two-Way / Replacement,Efficient Role Player,42.925892185210124,38253.0303030303,6988788.9273356395
2023-24,2024,dante exum,Dante Exum,DAL,G,21,,144.9,42.0,16.8,12.6,2.1,0.0,4.2,0.44802867383512546,83.16,0.2772,P00203,P00203-2024,P00203,P00203-2024,3000000.0,3.0,Minimum / Two-Way / Replacement,Market Neutral,27.72,71428.57142857143,10822510.822510822
2023-24,2024,reggie jackson,Reggie Jackson,DEN,PG,12,,117.60000000000001,42.0,15.600000000000001,12.0,2.4000000000000004,1.2000000000000002,8.399999999999999,0.42808219178082196,81.12,0.27040000000000003,P00806,P00806-2024,P00806,P00806-2024,5000000.0,5.0,Low-Cost Rotation Contract,Market Neutral,16.224,119047.61904761905,18491124.26035503
2023-24,2024,justin holiday,Justin Holiday,DEN,F,12,,150.0,34.8,20.4,3.5999999999999996,6.0,0.0,3.5999999999999996,0.4782321899736147,79.08,0.2636,P00531,P00531-2024,P00531,P00531-2024,2019706.0,2.019706,Minimum / Two-Way / Replacement,Market Neutral,39.15421353404902,58037.528735632186,7662010.62215478
2023-24,2024,cole anthony,Cole Anthony,ORL,G,7,,102.89999999999999,35.699999999999996,14.700000000000001,9.1,4.2,0.7000000000000001,4.8999999999999995,0.3940049443757725,76.78999999999999,0.2559666666666666,P00165,P00165-2024,P00165,P00165-2024,5539771.0,5.539771,Low-Cost Rotation Contract,Market Neutral,13.861583809150233,155175.65826330535,21642548.508920435
2023-24,2024,gary harris,Gary Harris,ORL,G,6,,159.0,25.200000000000003,12.0,4.199999999999999,7.199999999999999,3.0,1.7999999999999998,0.4346026490066225,74.7,0.249,P00316,P00316-2024,P00316,P00316-2024,13000000.0,13.0,Mid-Tier Rotation Contract,Market Neutral,5.746153846153846,515873.0158730158,52208835.341365464
2023-24,2024,larry nance jr,Larry Nance Jr.,NOP,F,4,,84.0,25.2,33.2,7.2,2.0,0.0,7.2,0.6350806451612903,74.64,0.2488,P00615,P00615-2024,P00615,P00615-2024,10375000.0,10.375,Low-Cost Rotation Contract,Market Neutral,7.19421686746988,411706.34920634923,41700160.77170418
2023-24,2024,markelle fultz,Markelle Fultz,ORL,G,7,,105.7,44.800000000000004,14.0,7.700000000000001,2.8000000000000003,0.0,7.700000000000001,0.584795321637427,73.85000000000001,0.2461666666666667,P00661,P00661-2024,P00661,P00661-2024,17000000.0,17.0,Mid-Tier Rotation Contract,High-Cost Low-Return,4.344117647058824,379464.2857142857,69058903.18212593
2023-24,2024,delon wright,Delon Wright,MIA,G,4,,107.2,32.0,12.0,7.2,4.0,1.2,0.0,0.7662835249042146,72.8,0.24266666666666667,P00231,P00231-2024,P00231,P00231-2024,661628.0,0.661628,Minimum / Two-Way / Replacement,Efficient Role Player,110.03161897622229,20675.875,2726489.010989011
2023-24,2024,tristan thompson,Tristan Thompson,CLE,C,10,,87.0,15.0,20.0,10.0,1.0,5.0,2.0,0.4443127962085308,70.0,0.23333333333333334,P00929,P00929-2024,P00929,P00929-2024,2019796.0,2.019796,Minimum / Two-Way / Replacement,Market Neutral,34.65696535689743,134653.06666666668,8656268.57142857
2023-24,2024,naji marshall,Naji Marshall,NOP,F,4,,84.0,36.0,11.2,5.2,2.0,2.0,2.0,0.5874673629242819,67.24,0.22413333333333332,P00719,P00719-2024,P00719,P00719-2024,1930681.0,1.930681,Minimum / Two-Way / Replacement,Efficient Role Player,34.827089508831335,53630.02777777778,8613984.235574063
2023-24,2024,eric gordon,Eric Gordon,PHO,G,4,,118.0,32.0,7.2,5.2,5.2,2.0,4.0,0.5076142131979695,66.03999999999999,0.22013333333333332,P00293,P00293-2024,P00293,P00293-2024,3196448.0,3.196448,Minimum / Two-Way / Replacement,Efficient Role Player,20.660433080719596,99889.0,14520508.782556027
2023-24,2024,rui hachimura,Rui Hachimura,LAL,F,5,,152.0,39.0,19.0,4.0,0.0,0.0,2.0,0.4696531791907514,65.8,0.21933333333333332,P00827,P00827-2024,P00827,P00827-2024,15740741.0,15.740741,Mid-Tier Rotation Contract,High-Cost Low-Return,4.180235225266713,403608.74358974356,71766296.35258359
2023-24,2024,taurean prince,Taurean Prince,LAL,F,5,,111.0,37.0,12.0,3.0,1.0,2.0,1.0,0.568880688806888,63.900000000000006,0.21300000000000002,P00880,P00880-2024,P00880,P00880-2024,7455000.0,7.455,Low-Cost Rotation Contract,Market Neutral,8.571428571428573,201486.48648648648,35000000.0
2023-24,2024,mason plumlee,Mason Plumlee,LAC,C,6,,66.0,19.200000000000003,19.799999999999997,4.199999999999999,3.0,1.7999999999999998,1.7999999999999998,0.4479283314669653,61.85999999999999,0.20619999999999997,P00670,P00670-2024,P00670,P00670-2024,5000000.0,5.0,Low-Cost Rotation Contract,Market Neutral,12.371999999999998,260416.66666666663,24248302.618816685
2023-24,2024,sam merrill,Sam Merrill,CLE,G,10,,125.0,33.0,12.0,9.0,0.0,0.0,0.0,0.5441952506596306,60.9,0.20299999999999999,P00837,P00837-2024,P00837,P00837-2024,1997238.0,1.997238,Minimum / Two-Way / Replacement,Efficient Role Player,30.49210960336224,60522.36363636364,9838610.837438425
2023-24,2024,kawhi leonard,Kawhi Leonard,LAC,F,2,,59.0,24.0,16.0,4.0,4.0,1.0,4.0,0.47393364928909953,60.2,0.2006666666666667,P00547,P00547-2024,P00547,P00547-2024,45640084.0,45.640084,Max / Supermax-Level,Expensive but Worth It,1.3190159772712076,1901670.1666666667,227442279.06976742
2023-24,2024,georges niang,Georges Niang,CLE,F,10,,121.0,28.0,12.0,4.0,4.0,2.0,7.0,0.31446540880503143,59.400000000000006,0.198,P00321,P00321-2024,P00321,P00321-2024,8800000.0,8.8,Low-Cost Rotation Contract,Market Neutral,6.75,314285.71428571426,44444444.44444444
2023-24,2024,cameron payne,Cameron Payne,PHI,PG,5,,61.0,28.0,6.0,7.0,1.0,4.0,3.0,0.56,57.7,0.19233333333333336,P00125,P00125-2024,P00125,P00125-2024,6500000.0,6.5,Low-Cost Rotation Contract,Market Neutral,8.876923076923077,232142.85714285713,33795493.93414211
2023-24,2024,peyton watson,Peyton Watson,DEN,G,10,,90.0,18.0,15.0,4.0,0.0,6.0,3.0,0.33783783783783783,57.0,0.19,P00785,P00785-2024,P00785,P00785-2024,2303520.0,2.30352,Minimum / Two-Way / Replacement,Efficient Role Player,24.744738487184833,127973.33333333333,12123789.47368421
2023-24,2024,andre jackson jr,Andre Jackson Jr.,MIL,G,5,,60.0,12.0,11.0,10.0,5.0,1.0,3.0,0.5454545454545454,55.2,0.184,P00044,P00044-2024,P00044,P00044-2024,1119563.0,1.119563,Minimum / Two-Way / Replacement,Efficient Role Player,49.30495202145837,93296.91666666667,6084581.521739131
2023-24,2024,haywood highsmith,Haywood Highsmith,MIA,F,5,,126.0,24.0,14.0,8.0,1.0,1.0,4.0,0.42194092827004215,54.8,0.18266666666666664,P00343,P00343-2024,P00343,P00343-2024,1902137.0,1.902137,Minimum / Two-Way / Replacement,Efficient Role Player,28.809701929987167,79255.70833333333,10413158.759124089
2023-24,2024,joe ingles,Joe Ingles,ORL,F,7,,67.89999999999999,11.200000000000001,13.299999999999999,11.9,2.8000000000000003,0.0,0.0,0.43668122270742366,53.41,0.17803333333333332,P00477,P00477-2024,P00477,P00477-2024,11000000.0,11.0,Mid-Tier Rotation Contract,Market Neutral,4.8554545454545455,982142.857142857,61786182.3628534
2023-24,2024,royce o neale,Royce O'Neale,PHO,F,4,,104.0,20.0,19.2,4.0,1.2,0.0,2.0,0.45454545454545453,50.64,0.1688,P00824,P00824-2024,P00824,P00824-2024,9500000.0,9.5,Low-Cost Rotation Contract,Market Neutral,5.330526315789474,475000.0,56279620.85308056
2023-24,2024,xavier tillman,Xavier Tillman,BOS,F,8,,68.8,12.0,14.4,3.2,3.2,3.2,3.2,0.7183908045977011,50.08,0.16693333333333332,P00981,P00981-2024,P00981,P00981-2024,1930681.0,1.930681,Minimum / Two-Way / Replacement,Efficient Role Player,25.939033947089133,160890.08333333334,11565581.07028754
2023-24,2024,monte morris,Monte Morris,MIN,PG,9,,66.60000000000001,20.7,6.3,9.0,1.8,0.9,0.0,0.3394332939787485,49.86,0.1662,P00703,P00703-2024,P00703,P00703-2024,9800926.0,9.800926,Low-Cost Rotation Contract,Insufficient Minutes / Context,5.087274406520363,473474.68599033816,58970673.88688328
2023-24,2024,bojan bogdanovic,Bojan Bogdanovic,NYK,SF,4,,51.2,24.0,12.0,4.0,0.0,1.2,1.2,0.441696113074205,46.8,0.156,P00083,P00083-2024,P00083,P00083-2024,20000000.0,20.0,Mid-Tier Rotation Contract,High-Cost Low-Return,2.34,833333.3333333334,128205128.20512821
2023-24,2024,oshae brissett,Oshae Brissett,BOS,SF,10,,55.0,16.0,14.0,0.0,3.0,2.0,1.0,0.6269592476489029,46.8,0.156,P00758,P00758-2024,P00758,P00758-2024,2165000.0,2.165,Minimum / Two-Way / Replacement,Market Neutral,21.61662817551963,135312.5,13878205.128205128
2023-24,2024,spencer dinwiddie,Spencer Dinwiddie,LAL,PG,5,,73.0,15.0,7.0,8.0,2.0,1.0,1.0,0.45072115384615385,43.4,0.14466666666666667,P00864,P00864-2024,P00864,P00864-2024,1554654.0,1.554654,Minimum / Two-Way / Replacement,Efficient Role Player,27.916179419986697,103643.6,10746456.221198156
2023-24,2024,jose alvarado,Jose Alvarado,NOP,G,4,,62.0,7.2,4.0,9.2,5.2,1.2,4.0,0.18,41.0,0.13666666666666666,P00508,P00508-2024,P00508,P00508-2024,1836096.0,1.836096,Minimum / Two-Way / Replacement,Efficient Role Player,22.329987103070863,255013.3333333333,13434848.780487806
2023-24,2024,paul reed,Paul Reed,PHI,F,6,,43.2,9.0,16.200000000000003,1.7999999999999998,1.2000000000000002,3.0,3.0,0.4595588235294118,40.74,0.1358,P00778,P00778-2024,P00778,P00778-2024,7723000.0,7.723,Low-Cost Rotation Contract,Market Neutral,5.275152142949631,858111.1111111111,56870397.64359352
2023-24,2024,jalen smith,Jalen Smith,IND,F,7,,42.0,13.299999999999999,14.0,2.1,2.1,0.7000000000000001,4.2,0.5997474747474747,37.449999999999996,0.12483333333333332,P00410,P00410-2024,P00410,P00410-2024,5604192.0,5.604192,Low-Cost Rotation Contract,Market Neutral,6.682497673170369,421367.81954887224,44893393.85847797
2023-24,2024,luka garza,Luka Garza,MIN,C,7,,25.900000000000002,28.699999999999996,6.3,0.7000000000000001,0.0,0.0,0.0,0.9386446886446885,37.309999999999995,0.12436666666666665,P00634,P00634-2024,P00634,P00634-2024,,,Salary Unavailable,Salary Unavailable,,,
2023-24,2024,amir coffey,Amir Coffey,LAC,G,6,,112.19999999999999,16.799999999999997,10.2,1.7999999999999998,1.7999999999999998,1.2000000000000002,4.800000000000001,0.3783783783783783,35.94,0.11979999999999999,P00040,P00040-2024,P00040,P00040-2024,3666667.0,3.666667,Minimum / Two-Way / Replacement,Market Neutral,9.801817290743882,218253.98809523814,30606569.2821369
2023-24,2024,dean wade,Dean Wade,CLE,F,3,,63.0,11.100000000000001,6.0,5.1,0.8999999999999999,2.0999999999999996,2.0999999999999996,0.430232558139535,32.849999999999994,0.10949999999999999,P00227,P00227-2024,P00227,P00227-2024,5709877.0,5.709877,Low-Cost Rotation Contract,Market Neutral,5.753188728934091,514403.33333333326,52144995.43378996
2023-24,2024,buddy hield,Buddy Hield,PHI,G,4,,51.2,22.0,5.2,2.0,0.0,1.2,2.0,0.6084070796460177,32.84,0.10946666666666668,P00109,P00109-2024,P00109,P00109-2024,19279841.0,19.279841,Mid-Tier Rotation Contract,High-Cost Low-Return,1.7033335492756398,876356.4090909091,176125222.28989035
2023-24,2024,doug mcdermott,Doug McDermott,IND,F,10,,64.0,13.0,3.0,7.0,0.0,2.0,1.0,0.5909090909090909,32.1,0.107,P00264,P00264-2024,P00264,P00264-2024,13750000.0,13.75,Mid-Tier Rotation Contract,Market Neutral,2.3345454545454545,1057692.3076923077,128504672.89719626
2023-24,2024,kevin love,Kevin Love,MIA,F,5,,32.0,9.0,14.0,4.0,0.0,0.0,2.0,0.5,29.8,0.09933333333333333,P00575,P00575-2024,P00575,P00575-2024,3835738.0,3.835738,Minimum / Two-Way / Replacement,Market Neutral,7.769039491226982,426193.1111111111,38614812.08053692
2023-24,2024,aj green,AJ Green,MIL,G,6,,67.19999999999999,16.799999999999997,9.0,1.7999999999999998,0.0,0.0,1.2000000000000002,0.47945205479452035,29.099999999999994,0.09699999999999998,P00002,P00002-2024,P00002,P00002-2024,1801769.0,1.801769,Minimum / Two-Way / Replacement,Market Neutral,16.150794025205226,107248.15476190478,18574938.1443299
2023-24,2024,duncan robinson,Duncan Robinson,MIA,F,5,,60.0,13.0,5.0,6.0,2.0,0.0,5.0,0.40625,29.0,0.09666666666666666,P00272,P00272-2024,P00272,P00272-2024,18154000.0,18.154,Mid-Tier Rotation Contract,High-Cost Low-Return,1.597444089456869,1396461.5384615385,187800000.0
2023-24,2024,drew eubanks,Drew Eubanks,PHO,F,3,,36.900000000000006,17.1,3.9000000000000004,0.0,2.0999999999999996,0.8999999999999999,2.0999999999999996,0.6418918918918919,28.68,0.0956,P00267,P00267-2024,P00267,P00267-2024,2346614.0,2.346614,Minimum / Two-Way / Replacement,Efficient Role Player,12.221865206633897,137228.88888888888,24546171.548117153
2023-24,2024,jericho sims,Jericho Sims,NYK,C,5,,27.0,7.0,8.0,1.0,2.0,1.0,0.0,0.9308510638297873,27.1,0.09033333333333333,P00468,P00468-2024,P00468,P00468-2024,1927896.0,1.927896,Minimum / Two-Way / Replacement,Market Neutral,14.056774846775967,275413.71428571426,21342022.140221402
2023-24,2024,josh okogie,Josh Okogie,PHO,G,4,,29.2,14.0,4.0,2.0,2.0,0.0,2.0,0.5912162162162162,25.8,0.08600000000000001,P00516,P00516-2024,P00516,P00516-2024,2815937.0,2.815937,Minimum / Two-Way / Replacement,Market Neutral,9.162136794963809,201138.35714285713,32743453.48837209
2023-24,2024,dwight powell,Dwight Powell,DAL,F,13,,44.199999999999996,6.5,11.700000000000001,2.6,1.3,0.0,2.6,0.5952380952380952,25.739999999999995,0.08579999999999999,P00275,P00275-2024,P00275,P00275-2024,4000000.0,4.0,Minimum / Two-Way / Replacement,Market Neutral,6.434999999999999,615384.6153846154,46620046.62004663
2023-24,2024,jae crowder,Jae Crowder,MIL,PF,4,,42.0,9.2,6.0,2.0,0.0,2.0,0.0,0.3571428571428571,25.4,0.08466666666666667,P00391,P00391-2024,P00391,P00391-2024,2019760.0,2.01976,Minimum / Two-Way / Replacement,Efficient Role Player,12.575751574444487,219539.13043478262,23855433.07086614
2023-24,2024,patty mills,Patty Mills,MIA,PG,3,,51.900000000000006,18.0,0.8999999999999999,3.0,0.8999999999999999,0.0,0.8999999999999999,0.4783163265306122,25.38,0.0846,P00775,P00775-2024,P00775,P00775-2024,475908.0,0.475908,Minimum / Two-Way / Replacement,Insufficient Minutes / Context,53.329635139564786,26439.333333333332,5625390.070921986
2023-24,2024,gordon hayward,Gordon Hayward,OKC,SF,7,,46.199999999999996,0.0,13.299999999999999,2.8000000000000003,0.7000000000000001,0.7000000000000001,0.0,0.0,24.36,0.0812,P00326,P00326-2024,P00326,P00326-2024,31500000.0,31.5,High-Salary Starter,High-Cost Low-Return,0.7733333333333333,,387931034.48275864
2023-24,2024,danilo gallinari,Danilo Gallinari,MIL,PF,3,,36.900000000000006,11.100000000000001,9.0,2.0999999999999996,0.0,0.0,0.8999999999999999,0.565403422982885,24.15,0.0805,P00199,P00199-2024,P00199,P00199-2024,661628.0,0.661628,Minimum / Two-Way / Replacement,Efficient Role Player,36.500873602689126,59606.12612612612,8218981.366459627
2023-24,2024,gabe vincent,Gabe Vincent,LAL,G,5,,69.0,7.0,8.0,3.0,2.0,0.0,3.0,0.2916666666666667,24.1,0.08033333333333334,P00309,P00309-2024,P00309,P00309-2024,10500000.0,10.5,Low-Cost Rotation Contract,Insufficient Minutes / Context,2.2952380952380955,1500000.0,130705394.19087136
2023-24,2024,kenrich williams,Kenrich Williams,OKC,G,7,,30.800000000000004,4.2,7.700000000000001,2.8000000000000003,0.7000000000000001,0.0,0.0,0.2727272727272727,19.740000000000002,0.06580000000000001,P00564,P00564-2024,P00564,P00564-2024,6175000.0,6.175,Low-Cost Rotation Contract,Market Neutral,3.196761133603239,1470238.0952380951,93844984.8024316
