Season,SeasonEndYear,PlayerKeyRaw,PlayerName,PlayoffTeam,Pos,PlayoffGames,PlayoffGamesStarted,PlayoffMinutes,PlayoffPoints,PlayoffRebounds,PlayoffAssists,PlayoffSteals,PlayoffBlocks,PlayoffTurnovers,PlayoffTS_Pct,PlayoffProductionScore,PlayoffEstimatedWinShares,PlayerKey,PlayerSeasonKey,PlayerKey_Fact,PlayerSeasonKey_Fact,Salary,SalaryMillions,ContractTier,PlayerValueTier,PlayoffValueScore,CostPerPlayoffPoint,CostPerPlayoffEstimatedWinShare
2022-23,2023,gabe vincent,Gabe Vincent,MIA,G,22,,671.0,279.4,30.799999999999997,77.0,19.8,4.4,30.799999999999997,0.5354131534569984,473.65999999999997,1.5788666666666666,P00309,P00309-2023,P00309,P00309-2023,1815677.0,1.815677,Minimum / Two-Way / Replacement,Efficient Role Player,260.87239084925346,6498.486041517538,1149987.5438077946
2022-23,2023,bruce brown,Bruce Brown,DEN,G,20,,532.0,240.0,80.0,38.0,22.0,10.0,24.0,0.6060606060606061,465.0,1.55,P00103,P00103-2023,P00103,P00103-2023,6479000.0,6.479,Low-Cost Rotation Contract,Market Neutral,71.77033492822966,26995.833333333332,4180000.0
2022-23,2023,kentavious caldwell pope,Kentavious Caldwell-Pope,DEN,G,20,,672.0,212.0,66.0,32.0,26.0,14.0,16.0,0.5960413855150697,443.2,1.4773333333333334,P00566,P00566-2023,P00566,P00566-2023,14004703.0,14.004703,Mid-Tier Rotation Contract,Market Neutral,31.646511889613084,66059.91981132075,9479717.73465704
2022-23,2023,robert williams iii,Robert Williams III,BOS,C,20,,418.0,154.0,120.0,20.0,10.0,26.0,16.0,0.7831570382424736,420.0,1.4,P00815,P00815-2023,P00815,P00815-2023,10937502.0,10.937502,Mid-Tier Rotation Contract,Market Neutral,38.399992978286996,71022.74025974025,7812501.428571429
2022-23,2023,joel embiid,Joel Embiid,PHI,C,9,,335.7,213.29999999999998,88.2,24.3,6.3,25.2,35.1,0.5618243883937037,414.9899999999999,1.3832999999999998,P00481,P00481-2023,P00481,P00481-2023,33616770.0,33.61677,High-Salary Starter,Expensive but Worth It,12.344731513467828,157603.2348804501,24301865.105183262
2022-23,2023,andrew wiggins,Andrew Wiggins,GSW,F,13,,442.0,217.1,72.8,24.7,10.4,15.6,16.900000000000002,0.5392663394471712,402.61,1.3420333333333334,P00046,P00046-2023,P00046,P00046-2023,33616770.0,33.61677,High-Salary Starter,High-Cost Low-Return,11.97646293799196,154844.63380930448,25049131.914259456
2022-23,2023,d angelo russell,D'Angelo Russell,LAL,G,16,,473.6,212.8,46.4,73.6,11.2,4.8,28.8,0.5153440793552387,398.08,1.3269333333333333,P00178,P00178-2023,P00178,P00178-2023,31377750.0,31.37775,High-Salary Starter,High-Cost Low-Return,12.686696783548852,147451.8327067669,23646817.22266881
2022-23,2023,malcolm brogdon,Malcolm Brogdon,BOS,G,19,,473.09999999999997,226.1,66.5,55.1,3.8000000000000003,5.7,19.0,0.5364226469527587,398.04999999999995,1.326833333333333,P00643,P00643-2023,P00643,P00643-2023,22600000.0,22.6,High-Salary Starter,High-Cost Low-Return,17.612831858407077,99955.77178239718,17033036.0507474
2022-23,2023,draymond green,Draymond Green,GSW,F,12,,367.20000000000005,112.80000000000001,82.80000000000001,81.6,18.0,12.0,27.599999999999998,0.5321557971014494,396.96,1.3232,P00266,P00266-2023,P00266,P00266-2023,25806468.0,25.806468,High-Salary Starter,High-Cost Low-Return,15.382190232309203,228780.74468085103,19503074.365175333
2022-23,2023,max strus,Max Strus,MIA,G,23,,646.3000000000001,213.9,82.8,32.199999999999996,6.8999999999999995,6.8999999999999995,6.8999999999999995,0.5354675264854906,396.06,1.3202,P00680,P00680-2023,P00680,P00680-2023,1815677.0,1.815677,Minimum / Two-Way / Replacement,Efficient Role Player,218.13351163230024,8488.438522674147,1375304.4993182851
2022-23,2023,tyrese maxey,Tyrese Maxey,PHI,G,11,,423.5,225.5,52.8,25.299999999999997,15.399999999999999,5.5,7.699999999999999,0.5471919709587871,381.81,1.2727,P00946,P00946-2023,P00946,P00946-2023,2726880.0,2.72688,Minimum / Two-Way / Replacement,Efficient Role Player,140.0171624713959,12092.594235033259,2142594.484167518
2022-23,2023,kevon looney,Kevon Looney,GSW,F,13,,325.0,84.5,170.29999999999998,42.9,7.8,5.2,13.0,0.5891950688905003,379.21000000000004,1.2640333333333336,P00580,P00580-2023,P00580,P00580-2023,8000000.0,8.0,Low-Cost Rotation Contract,Market Neutral,47.401250000000005,94674.55621301776,6328947.021439306
2022-23,2023,klay thompson,Klay Thompson,GSW,G,13,,468.0,240.5,54.6,28.6,6.5,3.9,26.0,0.5258071850841292,354.11999999999995,1.1804,P00589,P00589-2023,P00589,P00589-2023,40600080.0,40.60008,Max / Supermax-Level,High-Cost Low-Return,8.72215030118167,168815.30145530147,34395188.071840055
2022-23,2023,kevin love,Kevin Love,MIA,F,20,,360.0,138.0,112.0,24.0,10.0,8.0,10.0,0.5431360201511335,352.4,1.1746666666666665,P00575,P00575-2023,P00575,P00575-2023,3114138.0,3.114138,Minimum / Two-Way / Replacement,Efficient Role Player,113.16133067962947,22566.217391304348,2651082.2928490355
2022-23,2023,de aaron fox,De'Aaron Fox,SAC,G,7,,270.2,191.79999999999998,37.800000000000004,53.9,14.700000000000001,4.2,28.0,0.5229806077263703,346.71000000000004,1.1557000000000002,P00219,P00219-2023,P00219,P00219-2023,28103550.0,28.10355,High-Salary Starter,Expensive but Worth It,12.336875590450319,146525.2867570386,24317340.140174784
2022-23,2023,rj barrett,RJ Barrett,NYK,F,11,,377.29999999999995,212.3,49.5,30.799999999999997,8.8,2.2,25.299999999999997,0.5515546410608139,325.59999999999997,1.0853333333333333,P00794,P00794-2023,P00794,P00794-2023,10900635.0,10.900635,Mid-Tier Rotation Contract,Market Neutral,29.869819510514752,51345.43099387659,10043582.616707617
2022-23,2023,tobias harris,Tobias Harris,PHI,F,11,,391.6,168.3,80.3,17.6,6.6,5.5,7.699999999999999,0.5969101123595506,319.66,1.0655333333333334,P00900,P00900-2023,P00900,P00900-2023,37633050.0,37.63305,Max / Supermax-Level,High-Cost Low-Return,8.494129495217635,223606.95187165774,35318510.29218544
2022-23,2023,duncan robinson,Duncan Robinson,MIA,F,23,,418.59999999999997,207.0,34.5,39.1,6.8999999999999995,2.3000000000000003,20.7,0.6399317406143344,313.95,1.0465,P00272,P00272-2023,P00272,P00272-2023,16902000.0,16.902,Mid-Tier Rotation Contract,High-Cost Low-Return,18.574724884629035,81652.17391304347,16150979.455327282
2022-23,2023,trae young,Trae Young,ATL,G,6,,229.79999999999998,175.2,22.200000000000003,61.199999999999996,10.2,4.199999999999999,24.0,0.5220251716247138,312.84000000000003,1.0428000000000002,P00909,P00909-2023,P00909,P00909-2023,37095000.0,37.095,High-Salary Starter,Expensive but Worth It,8.433481601293977,211729.45205479453,35572497.12313003
2022-23,2023,julius randle,Julius Randle,NYK,F,10,,330.0,166.0,83.0,36.0,5.0,3.0,35.0,0.4848130841121496,308.6,1.0286666666666668,P00527,P00527-2023,P00527,P00527-2023,23760000.0,23.76,High-Salary Starter,Expensive but Worth It,12.988215488215488,143132.53012048194,23097861.309138037
2022-23,2023,rui hachimura,Rui Hachimura,LAL,F,16,,388.8,195.2,57.6,9.6,8.0,4.8,9.6,0.6685664182376151,307.5199999999999,1.0250666666666663,P00827,P00827-2023,P00827,P00827-2023,6263188.0,6.263188,Low-Cost Rotation Contract,Market Neutral,49.09959592463134,32086.004098360656,6110029.916753383
2022-23,2023,deandre ayton,Deandre Ayton,PHO,C,10,,319.0,134.0,97.0,10.0,6.0,7.0,17.0,0.5531704095112285,287.4,0.958,P00228,P00228-2023,P00228,P00228-2023,30913750.0,30.91375,High-Salary Starter,Expensive but Worth It,9.296833933120375,230699.62686567163,32269050.104384135
2022-23,2023,domantas sabonis,Domantas Sabonis,SAC,F,7,,242.90000000000003,114.79999999999998,77.0,32.9,9.799999999999999,6.3,25.900000000000002,0.5170239596469104,278.94999999999993,0.9298333333333331,P00257,P00257-2023,P00257,P00257-2023,18500000.0,18.5,Mid-Tier Rotation Contract,Expensive but Worth It,15.078378378378375,161149.82578397216,19896038.716615885
2022-23,2023,anthony edwards,Anthony Edwards,MIN,G,5,,199.0,158.0,25.0,26.0,9.0,10.0,8.0,0.6023177798109179,276.0,0.92,P00050,P00050-2023,P00050,P00050-2023,10733400.0,10.7334,Mid-Tier Rotation Contract,Market Neutral,25.714125999217398,67932.91139240506,11666739.130434781
2022-23,2023,mitchell robinson,Mitchell Robinson,NYK,C,11,,298.1,71.5,102.30000000000001,8.8,7.699999999999999,16.5,9.9,0.5681818181818181,270.15999999999997,0.9005333333333332,P00699,P00699-2023,P00699,P00699-2023,17045454.0,17.045454,Mid-Tier Rotation Contract,High-Cost Low-Return,15.849387173847054,238397.95804195805,18928176.636067517
2022-23,2023,josh hart,Josh Hart,NYK,G,11,,353.1,114.4,81.4,24.200000000000003,8.8,3.3,20.9,0.5543710021321961,263.78000000000003,0.8792666666666668,P00512,P00512-2023,P00512,P00512-2023,12960000.0,12.96,Mid-Tier Rotation Contract,Market Neutral,20.353395061728396,113286.71328671328,14739555.690348016
2022-23,2023,dennis schroder,Dennis Schroder,LAL,G,16,,417.6,118.4,30.4,46.4,16.0,3.2,20.8,0.514460511679644,261.28000000000003,0.8709333333333334,P00233,P00233-2023,P00233,P00233-2023,1836090.0,1.83609,Minimum / Two-Way / Replacement,Efficient Role Player,142.30239258424152,15507.516891891892,2108186.6197183095
2022-23,2023,jordan poole,Jordan Poole,GSW,G,13,,283.40000000000003,133.9,28.6,45.5,10.4,2.6,15.6,0.44611919611919604,259.87,0.8662333333333333,P00505,P00505-2023,P00505,P00505-2023,3901399.0,3.901399,Low-Cost Rotation Contract,Bargain Star,66.60943933189094,29136.661687826734,4503866.163851157
2022-23,2023,chris paul,Chris Paul,PHO,G,7,,249.90000000000003,86.8,35.0,51.800000000000004,11.9,4.8999999999999995,7.0,0.4674306393244873,249.89999999999998,0.833,P00152,P00152-2023,P00152,P00152-2023,28400000.0,28.4,High-Salary Starter,High-Cost Low-Return,8.799295774647886,327188.9400921659,34093637.454982
2022-23,2023,russell westbrook,Russell Westbrook,LAC,G,5,,192.0,118.0,38.0,37.0,6.0,7.0,20.0,0.5086206896551724,238.10000000000002,0.7936666666666667,P00828,P00828-2023,P00828,P00828-2023,495955.0,0.495955,Minimum / Two-Way / Replacement,Bargain Star,480.0838785776936,4203.0084745762715,624890.8021839563
2022-23,2023,dejounte murray,Dejounte Murray,ATL,G,5,,190.0,115.0,36.0,34.0,10.0,1.0,10.0,0.537584143605086,232.2,0.7739999999999999,P00230,P00230-2023,P00230,P00230-2023,16571120.0,16.57112,Mid-Tier Rotation Contract,Expensive but Worth It,14.01232988476337,144096.69565217392,21409715.762273904
2022-23,2023,ja morant,Ja Morant,MEM,G,5,,187.0,123.0,34.0,35.0,9.0,1.0,17.0,0.5236716621253407,229.3,0.7643333333333334,P00375,P00375-2023,P00375,P00375-2023,9603360.0,9.60336,Low-Cost Rotation Contract,Market Neutral,23.877059695773145,78076.09756097561,12564361.098996947
2022-23,2023,malik monk,Malik Monk,SAC,G,7,,205.1,133.0,37.800000000000004,25.2,4.8999999999999995,2.8000000000000003,14.0,0.5799755799755799,225.26000000000002,0.7508666666666667,P00648,P00648-2023,P00648,P00648-2023,9472219.0,9.472219,Low-Cost Rotation Contract,Market Neutral,23.781122459267465,71219.69172932331,12615047.944597354
2022-23,2023,donovan mitchell,Donovan Mitchell,CLE,G,5,,207.0,116.0,25.0,36.0,10.0,3.0,19.0,0.5182273052180129,220.0,0.7333333333333333,P00260,P00260-2023,P00260,P00260-2023,30913750.0,30.91375,High-Salary Starter,Expensive but Worth It,7.116574339897295,266497.8448275862,42155113.63636364
2022-23,2023,de anthony melton,De'Anthony Melton,PHI,G,11,,273.9,86.9,36.3,17.6,13.2,8.8,7.699999999999999,0.5124545926310327,215.16000000000003,0.7172000000000001,P00221,P00221-2023,P00221,P00221-2023,8250000.0,8.25,Low-Cost Rotation Contract,Market Neutral,26.080000000000002,94936.70886075949,11503067.484662576
2022-23,2023,jaren jackson jr,Jaren Jackson Jr.,MEM,F,6,,220.20000000000002,108.0,46.8,9.0,6.0,12.0,18.0,0.5474452554744524,213.66,0.7121999999999999,P00431,P00431-2023,P00431,P00431-2023,28946605.0,28.946605,High-Salary Starter,Expensive but Worth It,7.381176479936075,268024.1203703704,40643927.26762146
2022-23,2023,desmond bane,Desmond Bane,MEM,G,6,,231.0,141.0,36.0,19.200000000000003,3.0,0.0,16.799999999999997,0.5487577059592751,205.2,0.6839999999999999,P00244,P00244-2023,P00244,P00244-2023,2130240.0,2.13024,Minimum / Two-Way / Replacement,Efficient Role Player,96.32717440288417,15108.08510638298,3114385.964912281
2022-23,2023,jarred vanderbilt,Jarred Vanderbilt,LAL,F,15,,247.5,69.0,48.0,12.0,10.5,12.0,13.5,0.5030621172353456,198.6,0.662,P00432,P00432-2023,P00432,P00432-2023,4374000.0,4.374,Low-Cost Rotation Contract,Efficient Role Player,45.40466392318245,63391.30434782609,6607250.755287008
2022-23,2023,jrue holiday,Jrue Holiday,MIL,G,5,,191.0,89.0,33.0,40.0,5.0,2.0,12.0,0.4905202821869489,197.6,0.6586666666666666,P00519,P00519-2023,P00519,P00519-2023,33665040.0,33.66504,High-Salary Starter,Expensive but Worth It,5.869590530710791,378258.8764044944,51110890.68825911
2022-23,2023,khris middleton,Khris Middleton,MIL,F,5,,173.0,119.0,32.0,31.0,3.0,0.0,17.0,0.5997983870967741,195.9,0.653,P00585,P00585-2023,P00585,P00585-2023,37948276.0,37.948276,Max / Supermax-Level,High-Cost Low-Return,5.162289849478274,318893.0756302521,58113745.78866769
2022-23,2023,donte divincenzo,Donte DiVincenzo,GSW,G,13,,235.3,71.5,39.0,36.4,10.4,2.6,16.900000000000002,0.5192598187311178,194.99999999999997,0.6499999999999999,P00262,P00262-2023,P00262,P00262-2023,4500000.0,4.5,Low-Cost Rotation Contract,Market Neutral,43.33333333333333,62937.06293706294,6923076.923076924
2022-23,2023,isaiah hartenstein,Isaiah Hartenstein,NYK,C,11,,220.0,34.1,50.599999999999994,14.3,8.8,15.399999999999999,5.5,0.5615942028985508,183.36999999999998,0.6112333333333333,P00358,P00358-2023,P00358,P00358-2023,7804879.0,7.804879,Low-Cost Rotation Contract,Market Neutral,23.494278386634818,228882.08211143693,12769066.368544474
2022-23,2023,p j tucker,P.J. Tucker,PHI,PF,11,,293.7,53.900000000000006,49.5,16.5,13.2,3.3,5.5,0.5177514792899409,182.05,0.6068333333333333,P00762,P00762-2023,P00762,P00762-2023,10490000.0,10.49,Mid-Tier Rotation Contract,Market Neutral,17.354623450905624,194619.66604823744,17286459.763801154
2022-23,2023,gary payton ii,Gary Payton II,GSW,G,12,,190.8,81.6,44.400000000000006,9.600000000000001,8.399999999999999,6.0,10.8,0.7007419620774937,181.67999999999998,0.6055999999999999,P00317,P00317-2023,P00317,P00317-2023,8300000.0,8.3,Low-Cost Rotation Contract,Insufficient Minutes / Context,21.88915662650602,101715.6862745098,13705416.11624835
2022-23,2023,brook lopez,Brook Lopez,MIL,C,5,,182.0,95.0,32.0,6.0,7.0,9.0,11.0,0.6531903190319032,179.4,0.598,P00101,P00101-2023,P00101,P00101-2023,13906976.0,13.906976,Mid-Tier Rotation Contract,Expensive but Worth It,12.90000069030104,146389.2210526316,23255812.709030103
2022-23,2023,rudy gobert,Rudy Gobert,MIN,C,5,,177.0,75.0,61.0,10.0,2.0,5.0,8.0,0.6478921907394609,176.2,0.5873333333333333,P00826,P00826-2023,P00826,P00826-2023,38172414.0,38.172414,Max / Supermax-Level,Expensive but Worth It,4.615898800636501,508965.52,64992759.36435869
2022-23,2023,jeff green,Jeff Green,DEN,F,20,,344.0,82.0,32.0,14.0,6.0,8.0,10.0,0.5790960451977402,173.4,0.5780000000000001,P00461,P00461-2023,P00461,P00461-2023,4500000.0,4.5,Low-Cost Rotation Contract,Market Neutral,38.53333333333333,54878.04878048781,7785467.12802768
2022-23,2023,karl anthony towns,Karl-Anthony Towns,MIN,C,5,,180.0,91.0,51.0,10.0,3.0,4.0,18.0,0.5527210884353742,170.2,0.5673333333333332,P00544,P00544-2023,P00544,P00544-2023,33833400.0,33.8334,High-Salary Starter,High-Cost Low-Return,5.0305319595429365,371795.6043956044,59635840.18801411
2022-23,2023,grant williams,Grant Williams,BOS,F,15,,265.5,76.5,33.0,18.0,4.5,6.0,4.5,0.6696428571428572,170.1,0.567,P00330,P00330-2023,P00330,P00330-2023,4306281.0,4.306281,Low-Cost Rotation Contract,Market Neutral,39.50044133209142,56291.25490196078,7594851.851851853
2022-23,2023,christian braun,Christian Braun,DEN,G,19,,247.0,60.800000000000004,39.9,11.4,11.4,3.8000000000000003,9.5,0.5633802816901409,161.88000000000002,0.5396000000000001,P00155,P00155-2023,P00155,P00155-2023,2808600.0,2.8086,Minimum / Two-Way / Replacement,Market Neutral,57.6372569963683,46194.07894736842,5204966.641957005
2022-23,2023,de andre hunter,De'Andre Hunter,ATL,F,6,,223.79999999999998,100.19999999999999,34.2,7.199999999999999,4.199999999999999,1.7999999999999998,9.0,0.5586031576130586,161.04,0.5367999999999999,P00220,P00220-2023,P00220,P00220-2023,9835881.0,9.835881,Low-Cost Rotation Contract,Market Neutral,16.37270723385124,98162.48502994013,18323176.2295082
2022-23,2023,darius garland,Darius Garland,CLE,G,5,,189.0,103.0,9.0,25.0,8.0,1.0,18.0,0.5659340659340659,160.3,0.5343333333333333,P00209,P00209-2023,P00209,P00209-2023,8920795.0,8.920795,Low-Cost Rotation Contract,Market Neutral,17.9692504984141,86609.66019417475,16695187.149095446
2022-23,2023,xavier tillman,Xavier Tillman,MEM,F,6,,183.0,52.199999999999996,48.0,19.200000000000003,4.199999999999999,4.199999999999999,4.199999999999999,0.553998981151299,159.6,0.532,P00981,P00981-2023,P00981,P00981-2023,1901625.0,1.901625,Minimum / Two-Way / Replacement,Efficient Role Player,83.92821928613685,36429.597701149425,3574483.0827067667
2022-23,2023,obi toppin,Obi Toppin,NYK,F,11,,174.9,77.0,38.5,6.6,7.699999999999999,3.3,7.699999999999999,0.5287009063444108,158.4,0.528,P00749,P00749-2023,P00749,P00749-2023,5348280.0,5.34828,Low-Cost Rotation Contract,Market Neutral,29.616998362090243,69458.18181818182,10129318.181818182
2022-23,2023,paul reed,Paul Reed,PHI,F,11,,157.3,50.599999999999994,60.5,6.6,5.5,4.4,5.5,0.6110520722635494,157.29999999999998,0.5243333333333333,P00778,P00778-2023,P00778,P00778-2023,1782621.0,1.782621,Minimum / Two-Way / Replacement,Efficient Role Player,88.24085433751762,35229.66403162056,3399785.7596948505
2022-23,2023,norman powell,Norman Powell,LAC,G,5,,167.0,109.0,15.0,11.0,4.0,2.0,8.0,0.6079875055778671,153.5,0.5116666666666667,P00746,P00746-2023,P00746,P00746-2023,16758621.0,16.758621,Mid-Tier Rotation Contract,High-Cost Low-Return,9.159464850956411,153748.81651376147,32753005.211726382
2022-23,2023,bogdan bogdanovic,Bogdan Bogdanovic,ATL,G,6,,157.2,79.80000000000001,18.0,15.0,6.0,4.800000000000001,3.0,0.6979429051217465,153.3,0.511,P00082,P00082-2023,P00082,P00082-2023,18000000.0,18.0,Mid-Tier Rotation Contract,High-Cost Low-Return,8.516666666666667,225563.90977443606,35225048.92367906
2022-23,2023,mikal bridges,Mikal Bridges,BRK,G,4,,157.2,94.0,21.2,16.0,2.0,2.0,8.0,0.5377082189273293,147.44,0.49146666666666666,P00692,P00692-2023,P00692,P00692-2023,20100000.0,20.1,Mid-Tier Rotation Contract,Expensive but Worth It,7.335323383084576,213829.78723404257,40897992.40368964
2022-23,2023,kevin huerter,Kevin Huerter,SAC,G,7,,182.70000000000002,63.699999999999996,30.800000000000004,7.700000000000001,2.8000000000000003,9.1,4.2,0.4219213649851631,143.71,0.47903333333333337,P00573,P00573-2023,P00573,P00573-2023,14508929.0,14.508929,Mid-Tier Rotation Contract,Market Neutral,9.90493509203884,227769.68602825748,30287931.946280703
2022-23,2023,keegan murray,Keegan Murray,SAC,F,7,,193.9,67.89999999999999,44.1,4.8999999999999995,4.2,2.1,4.2,0.5577276908923642,142.87,0.47623333333333334,P00549,P00549-2023,P00549,P00549-2023,8008440.0,8.00844,Low-Cost Rotation Contract,Market Neutral,17.839928875036836,117944.62444771724,16816210.541051306
2022-23,2023,moses moody,Moses Moody,GSW,G,12,,160.8,69.6,31.200000000000003,8.399999999999999,4.800000000000001,3.5999999999999996,2.4000000000000004,0.7178217821782177,142.44,0.4748,P00707,P00707-2023,P00707,P00707-2023,3562200.0,3.5622,Minimum / Two-Way / Replacement,Market Neutral,39.98652518106788,51181.03448275862,7502527.379949452
2022-23,2023,evan mobley,Evan Mobley,CLE,C,5,,188.0,49.0,50.0,10.0,3.0,6.0,12.0,0.4755434782608695,139.0,0.4633333333333333,P00298,P00298-2023,P00298,P00298-2023,8478720.0,8.47872,Low-Cost Rotation Contract,Market Neutral,16.39398399758454,173035.10204081633,18299395.68345324
2022-23,2023,harrison barnes,Harrison Barnes,SAC,F,7,,196.70000000000002,74.89999999999999,23.8,4.8999999999999995,7.700000000000001,2.1,2.8000000000000003,0.5230739147438404,137.41,0.45803333333333335,P00337,P00337-2023,P00337,P00337-2023,18352273.0,18.352273,Mid-Tier Rotation Contract,High-Cost Low-Return,7.4873559258844935,245023.6715620828,40067548.9411251
2022-23,2023,clint capela,Clint Capela,ATL,C,6,,151.2,49.800000000000004,49.800000000000004,3.0,6.0,3.0,4.199999999999999,0.6157270029673592,136.86,0.45620000000000005,P00159,P00159-2023,P00159,P00159-2023,18706896.0,18.706896,Mid-Tier Rotation Contract,High-Cost Low-Return,7.316018648951703,375640.4819277108,41005909.688733004
2022-23,2023,jarrett allen,Jarrett Allen,CLE,C,5,,191.0,47.0,37.0,12.0,4.0,5.0,3.0,0.6081780538302277,133.4,0.4446666666666667,P00434,P00434-2023,P00434,P00434-2023,20000000.0,20.0,Mid-Tier Rotation Contract,High-Cost Low-Return,6.67,425531.91489361704,44977511.24437781
2022-23,2023,haywood highsmith,Haywood Highsmith,MIA,F,18,,160.20000000000002,59.4,23.400000000000002,5.3999999999999995,10.799999999999999,1.8,1.8,0.7075471698113207,131.57999999999998,0.43859999999999993,P00343,P00343-2023,P00343,P00343-2023,1752638.0,1.752638,Minimum / Two-Way / Replacement,Market Neutral,75.07540062465837,29505.690235690236,3995982.6721386234
2022-23,2023,torrey craig,Torrey Craig,PHO,SF,11,,182.60000000000002,71.5,25.299999999999997,5.5,5.5,2.2,3.3,0.730008984725966,129.91,0.4330333333333333,P00906,P00906-2023,P00906,P00906-2023,5121951.0,5.121951,Low-Cost Rotation Contract,Market Neutral,25.363382039383037,71635.67832167832,11828075.590793626
2022-23,2023,lonnie walker iv,Lonnie Walker IV,LAL,G,13,,179.4,80.60000000000001,11.700000000000001,10.4,6.5,1.3,3.9,0.6204963971176943,129.74,0.4324666666666667,P00627,P00627-2023,P00627,P00627-2023,6479000.0,6.479,Low-Cost Rotation Contract,Market Neutral,20.024695169007565,80384.61538461538,14981501.464467395
2022-23,2023,quentin grimes,Quentin Grimes,NYK,G,9,,242.1,45.9,25.2,12.6,9.0,5.3999999999999995,9.9,0.453091684434968,128.33999999999997,0.4277999999999999,P00788,P00788-2023,P00788,P00788-2023,2277000.0,2.277,Minimum / Two-Way / Replacement,Efficient Role Player,56.36363636363635,49607.8431372549,5322580.645161292
2022-23,2023,giannis antetokounmpo,Giannis Antetokounmpo,MIL,F,3,,90.9,69.9,33.0,15.899999999999999,0.8999999999999999,2.0999999999999996,14.100000000000001,0.5240194314501619,128.25,0.4275,P00323,P00323-2023,P00323,P00323-2023,42492492.0,42.492492,Max / Supermax-Level,Expensive but Worth It,3.0181802469951635,607904.0343347639,99397642.10526316
2022-23,2023,spencer dinwiddie,Spencer Dinwiddie,BRK,PG,4,,159.2,66.0,13.2,26.0,5.2,1.2,12.0,0.5420499342969777,128.04,0.42679999999999996,P00864,P00864-2023,P00864,P00864-2023,19500000.0,19.5,Mid-Tier Rotation Contract,Expensive but Worth It,6.566153846153846,295454.54545454547,45688847.23523899
2022-23,2023,cameron johnson,Cameron Johnson,BRK,F,4,,152.0,74.0,23.2,11.2,3.2,1.2,5.2,0.6339089912280702,126.64,0.42213333333333336,P00123,P00123-2023,P00123,P00123-2023,5887899.0,5.887899,Low-Cost Rotation Contract,Market Neutral,21.508521121031457,79566.2027027027,13947960.360075805
2022-23,2023,caris levert,Caris LeVert,CLE,G,5,,170.0,75.0,23.0,13.0,2.0,1.0,5.0,0.5456926658905704,126.1,0.42033333333333334,P00126,P00126-2023,P00126,P00126-2023,18796296.0,18.796296,Mid-Tier Rotation Contract,High-Cost Low-Return,6.708768578660391,250617.28,44717595.559080094
2022-23,2023,mike conley,Mike Conley,MIN,G,5,,183.0,60.0,13.0,32.0,3.0,0.0,7.0,0.6404782237403928,125.6,0.41866666666666663,P00693,P00693-2023,P00693,P00693-2023,22680000.0,22.68,High-Salary Starter,High-Cost Low-Return,5.537918871252204,378000.0,54171974.522293
2022-23,2023,john collins,John Collins,ATL,F,6,,163.8,67.80000000000001,25.799999999999997,4.800000000000001,1.7999999999999998,6.0,9.0,0.5411877394636017,120.36000000000001,0.40120000000000006,P00483,P00483-2023,P00483,P00483-2023,23500000.0,23.5,High-Salary Starter,High-Cost Low-Return,5.121702127659575,346607.6696165191,58574277.16849451
2022-23,2023,cody zeller,Cody Zeller,MIA,C,21,,174.3,46.2,48.3,6.3,2.1,4.2,12.6,0.5478087649402392,119.91,0.3997,P00163,P00163-2023,P00163,P00163-2023,517060.0,0.51706,Minimum / Two-Way / Replacement,Insufficient Minutes / Context,231.90732216764013,11191.77489177489,1293620.215161371
2022-23,2023,bobby portis,Bobby Portis,MIL,F,5,,107.0,48.0,41.0,6.0,3.0,2.0,4.0,0.5671077504725898,117.19999999999999,0.3906666666666666,P00080,P00080-2023,P00080,P00080-2023,10843350.0,10.84335,Mid-Tier Rotation Contract,Market Neutral,10.80846786279148,225903.125,27756015.35836178
2022-23,2023,onyeka okongwu,Onyeka Okongwu,ATL,F,6,,130.8,36.0,37.8,7.199999999999999,1.7999999999999998,7.800000000000001,7.199999999999999,0.6063055780113177,113.75999999999999,0.3792,P00755,P00755-2023,P00755,P00755-2023,6395160.0,6.39516,Low-Cost Rotation Contract,Market Neutral,17.788452517216143,177643.33333333334,16864873.41772152
2022-23,2023,kawhi leonard,Kawhi Leonard,LAC,F,2,,80.0,69.0,13.0,12.0,4.0,1.0,6.0,0.6701631701631701,111.6,0.372,P00547,P00547-2023,P00547,P00547-2023,42492492.0,42.492492,Max / Supermax-Level,High-Cost Low-Return,2.6263463201922823,615833.2173913043,114227129.03225806
2022-23,2023,nic claxton,Nic Claxton,BRK,C,4,,117.2,42.0,32.0,6.0,1.2,7.2,3.2,0.7094594594594594,111.39999999999999,0.3713333333333333,P00729,P00729-2023,P00729,P00729-2023,8500000.0,8.5,Low-Cost Rotation Contract,Market Neutral,13.105882352941176,202380.95238095237,22890484.739676844
2022-23,2023,cameron payne,Cameron Payne,PHO,PG,7,,151.9,56.699999999999996,14.0,20.3,2.8000000000000003,2.1,9.1,0.5723572639909552,109.55000000000001,0.3651666666666667,P00125,P00125-2023,P00125,P00125-2023,6000000.0,6.0,Low-Cost Rotation Contract,Market Neutral,18.258333333333336,105820.10582010583,16430853.491556365
