Season,SeasonEndYear,TeamKey,Payroll,PayrollMillions,SalaryCoveredPlayers,MedianSalary,Top1SalaryShare,Top3SalaryShare,Top5SalaryShare,GuardSalaryShare,WingSalaryShare,ForwardSalaryShare,CenterSalaryShare,MaxTierPlayers,RookieEarlyCareerPlayers,TeamName,Conference,Division
2021-22,2022,GSW,166025525.0,166.025525,14,2861820.0,0.2757465516221075,0.6947189355371711,0.8723607288698529,0.011509435070300184,0.010053743242191224,0.010053743242191224,0.0,2,0,Golden State Warriors,West,Pacific
2021-22,2022,UTA,164213439.0,164.213439,18,4575740.0,0.21523712197513872,0.5142595424239303,0.7075224336541663,0.0,0.164046299523634,0.04206607596836213,0.23804316040175005,1,0,Utah Jazz,West,Northwest
2021-22,2022,MIL,153429887.0,153.429887,15,4054695.0,0.2564361531466161,0.6990704685847811,0.8491274454239806,0.03751234594860909,0.00989364607952817,0.0,0.08669969886636232,2,0,Milwaukee Bucks,East,Central
2021-22,2022,PHI,150935545.0,150.935545,17,2602920.0,0.29357458509855977,0.741284499949962,0.8382108402629745,0.04290816984163671,0.0,0.011058879470703869,0.24499712112213196,2,0,Philadelphia 76ers,East,Atlantic
2021-22,2022,CLE,149225452.0,149.225452,17,6720720.0,0.20947000381677516,0.4627779984878183,0.6851992312946722,0.13046821262099445,0.05450366469655592,0.0,0.1994534015551181,0,0,Cleveland Cavaliers,East,Central
2021-22,2022,LAL,147758162.0,147.758162,15,1669178.0,0.29921288544452795,0.8172343805955031,0.9059853492221973,0.02259337795498566,0.11735833584611048,0.01129668897749283,0.01129668897749283,3,0,Los Angeles Lakers,West,Pacific
2021-22,2022,LAC,143880194.0,143.880194,15,7518518.0,0.2734559838027463,0.5080463472269158,0.7086644253482172,0.2161794138253664,0.0,0.10178363395868092,0.06385657222563934,1,0,Los Angeles Clippers,West,Pacific
2021-22,2022,BOS,138292321.0,138.292321,17,2617800.0,0.20321808034446107,0.591952086768433,0.8053974594872841,0.012304320208784405,0.0,0.012069925415453835,0.29775688702194825,0,0,Boston Celtics,East,Atlantic
2021-22,2022,ATL,137732190.0,137.73219,16,5975129.5,0.1669907376046224,0.45071851395087814,0.6433119519844998,0.04842134580158785,0.01211901153971341,0.14865805880237581,0.16411158495337946,0,0,Atlanta Hawks,East,Southeast
2021-22,2022,MIN,135782463.0,135.782463,14,4068952.0,0.23309784857857527,0.5608681881105663,0.7620796508898208,0.2121993618572083,0.0,0.0,0.2462263554609405,0,0,Minnesota Timberwolves,West,Northwest
2021-22,2022,WAS,135560730.0,135.56073,15,4692840.0,0.2487755856729305,0.5784393607204682,0.7481050153683888,0.11927626828211975,0.0,0.011065151390081773,0.30860890170774385,1,0,Washington Wizards,East,Southeast
2021-22,2022,CHI,135556176.0,135.556176,17,5170564.0,0.19180240079950323,0.5127025713679029,0.7216605977436248,0.012313551836988968,0.0,0.0,0.20356457975031694,0,0,Chicago Bulls,East,Central
